event_id,hcp_id,true_event_effect_nrx,true_event_effect_trx
EV2102,HCP101760,0.8092,1.6573
EV2102,HCP101780,0.6993,1.4669
EV2102,HCP101781,5.9745,14.6079
EV2102,HCP102078,0.7744,1.9503
EV2102,HCP102225,0.8838,1.611
EV2102,HCP102265,2.8847,8.3536
EV2102,HCP102310,0.9704,2.1216
EV2102,HCP102356,2.2434,4.8314
EV2103,HCP100058,4.7485,8.918
EV2103,HCP100870,1.894,4.1625
EV2103,HCP101243,1.0255,3.0777
EV2103,HCP101319,0.3903,1.0908
EV2103,HCP101436,0.2107,0.4865
EV2103,HCP101632,1.1829,2.6715
EV2103,HCP101650,0.3944,0.7645
EV2103,HCP101675,4.9675,11.438
EV2103,HCP101882,0.4561,1.1216
EV2103,HCP101907,0.7326,1.577
EV2103,HCP101981,0.6754,1.534
EV2104,HCP100174,0.7249,1.6779
EV2104,HCP100282,0.0301,0.0704
EV2104,HCP100306,0.1705,0.3459
EV2104,HCP100360,-0.1066,-0.1852
EV2104,HCP101106,0.0062,0.0128
EV2104,HCP101218,0.01,0.0234
EV2104,HCP101334,-0.3008,-0.609
EV2104,HCP101440,1.179,2.5944
EV2104,HCP101538,0.0344,0.0646
EV2104,HCP102071,0.0017,0.0054
EV2105,HCP100416,-0.2472,-0.6121
EV2105,HCP100705,-0.3563,-0.8259
EV2105,HCP100870,-1.849,-4.0674
EV2105,HCP101282,-0.16,-0.4308
EV2105,HCP101641,-0.9722,-2.3604
EV2106,HCP100230,42.9326,125.159
EV2106,HCP100794,3.463,8.8738
EV2106,HCP100815,38.2745,67.2435
EV2106,HCP100897,3.2345,6.2682
EV2106,HCP101146,7.9656,20.9382
EV2106,HCP101329,21.0777,43.1388
EV2106,HCP101481,2.8528,7.9151
EV2106,HCP101577,20.3427,43.0209
EV2106,HCP101922,0.4788,1.623
EV2106,HCP102031,24.4554,44.1263
EV2106,HCP102219,1.7978,4.5223
EV2106,HCP102280,10.6069,29.2165
EV2107,HCP100074,0.4761,1.2324
EV2107,HCP100679,-0.2198,-0.5318
EV2107,HCP100793,0.2369,0.494
EV2107,HCP100876,2.8051,8.0127
EV2107,HCP100919,0.308,0.783
EV2107,HCP101242,0.0686,0.1519
EV2107,HCP101464,0.1021,0.1949
EV2107,HCP101743,0.8211,2.0916
EV2107,HCP102376,-1.5618,-3.3265
EV2107,HCP102467,-0.2169,-0.4734
EV2107,HCP102481,0.2371,0.5913
EV2108,HCP100032,6.2858,12.5732
EV2108,HCP100403,0.606,1.5152
EV2108,HCP100701,0.1283,0.2886
EV2108,HCP100742,-1.5593,-4.6761
EV2108,HCP100777,1.6867,3.8525
EV2108,HCP100803,2.0474,4.4402
EV2108,HCP101069,0.0488,0.1207
EV2108,HCP101108,-1.266,-3.3979
EV2108,HCP101180,-0.1147,-0.234
EV2108,HCP101331,0.1589,0.3179
EV2108,HCP101468,0.3438,0.8446
EV2108,HCP101532,-0.3441,-0.7842
EV2108,HCP101565,-2.9635,-5.9781
EV2108,HCP101590,-0.0007,-0.0016
EV2108,HCP101605,1.6714,3.6045
EV2108,HCP102002,1.1617,2.1444
EV2109,HCP100163,1.9252,3.6539
EV2109,HCP100498,2.0224,5.0012
EV2109,HCP100529,4.0566,9.3153
EV2109,HCP100530,6.0049,18.3339
EV2109,HCP100557,1.9548,5.0699
EV2109,HCP100759,1.0305,2.3248
EV2109,HCP100881,1.2728,2.7907
EV2109,HCP100915,4.4058,14.0728
EV2109,HCP101014,13.0326,28.6397
EV2109,HCP101068,0.4847,1.2055
EV2109,HCP101101,0.3376,0.8328
EV2109,HCP101112,-0.0536,-0.1897
EV2109,HCP101186,0.3818,0.9134
EV2109,HCP101321,14.2122,35.3975
EV2109,HCP101343,3.7627,10.0758
EV2109,HCP101581,0.3708,0.758
EV2109,HCP101908,3.4053,7.434
EV2109,HCP101934,0.5199,1.2712
EV2109,HCP101946,2.0061,3.46
EV2109,HCP102083,0.1621,0.3279
EV2109,HCP102222,1.3743,2.859
EV2109,HCP102395,2.0613,4.3637
EV2109,HCP102425,1.0702,2.2292
EV2109,HCP102488,8.4174,16.9361
EV2110,HCP100733,-0.0441,-0.094
EV2110,HCP100868,0.3601,1.0226
EV2110,HCP100914,7.6323,14.6408
EV2110,HCP101591,1.4142,3.2273
EV2110,HCP101867,0.8185,1.6476
EV2110,HCP101879,1.5107,2.9308
EV2111,HCP100115,-0.6196,-1.2032
EV2111,HCP100124,-0.7845,-2.0936
EV2111,HCP100398,0.6597,1.7973
EV2111,HCP100489,0.005,0.0141
EV2111,HCP100503,-3.4001,-8.1571
EV2111,HCP101210,-0.3295,-0.7844
EV2111,HCP101310,1.0486,1.9506
EV2111,HCP101318,-0.2927,-0.5525
EV2111,HCP101394,0.0273,0.0568
EV2111,HCP101640,0.3261,0.7176
EV2111,HCP102060,4.0985,7.5743
EV2111,HCP102182,-0.0292,-0.0737
EV2111,HCP102248,7.8233,13.2857
EV2111,HCP102367,-0.8453,-1.9832
EV2111,HCP102462,0.4224,0.7769
EV2111,HCP102496,-1.0554,-1.9065
EV2112,HCP100060,0.5429,1.3278
EV2112,HCP100123,0.6887,1.49
EV2112,HCP100504,0.1524,0.3404
EV2112,HCP100670,-0.2098,-0.4158
EV2112,HCP101031,3.8088,9.4806
EV2112,HCP101093,-0.426,-1.0115
EV2112,HCP101304,0.0205,0.0579
EV2112,HCP101454,8.6317,16.1367
EV2112,HCP101503,0.8267,1.974
EV2112,HCP101801,-0.0138,-0.0247
EV2112,HCP101889,0.0895,0.2432
EV2112,HCP101898,-0.0544,-0.1353
EV2112,HCP102100,0.3539,0.9557
EV2112,HCP102137,0.0725,0.2329
EV2112,HCP102147,0.1807,0.5975
EV2112,HCP102313,-2.9533,-4.8064
EV2112,HCP102480,-0.1437,-0.2836
EV2113,HCP100173,0.4964,1.1312
EV2113,HCP100407,0.8859,1.5909
EV2113,HCP100476,0.132,0.2538
EV2113,HCP100666,0.1709,0.3054
EV2113,HCP100949,0.2318,0.3864
EV2113,HCP101304,-0.1396,-0.3811
EV2113,HCP101608,0.0892,0.1986
EV2113,HCP101683,0.0386,0.0848
EV2113,HCP101807,1.7181,4.1869
EV2113,HCP102110,-2.2903,-6.1558
EV2113,HCP102269,-0.1366,-0.2307
EV2113,HCP102493,0.4073,0.9345
EV2114,HCP100120,0.7388,1.4023
EV2114,HCP100160,14.451,28.8592
EV2114,HCP100311,33.0222,88.3864
EV2114,HCP100435,0.8624,1.9936
EV2114,HCP100639,24.7053,65.4349
EV2114,HCP100693,1.7624,3.239
EV2114,HCP100697,6.1607,12.2533
EV2114,HCP100784,4.1434,9.5026
EV2114,HCP100949,7.9042,14.124
EV2114,HCP101268,14.7034,33.0514
EV2114,HCP101321,34.9867,101.8572
EV2114,HCP101340,17.8083,48.1479
EV2114,HCP101418,1.9102,3.7258
EV2114,HCP101794,24.9599,49.9211
EV2114,HCP102218,2.7049,6.7096
EV2114,HCP102370,1.0316,2.2886
EV2114,HCP102378,5.0092,11.8207
EV2114,HCP102478,0.9965,2.3819
EV2116,HCP100348,3.058,7.8812
EV2116,HCP100459,6.054,13.0377
EV2116,HCP100974,7.5771,15.7248
EV2116,HCP101122,5.6037,12.5218
EV2116,HCP101441,2.6683,9.1725
EV2116,HCP101471,6.8371,13.549
EV2116,HCP101600,4.5666,10.4886
EV2116,HCP101662,0.7285,1.7827
EV2116,HCP101897,0.9691,2.2265
EV2116,HCP102192,6.4206,12.7316
EV2116,HCP102206,4.9735,9.3892
EV2116,HCP102456,5.59,15.7952
EV2117,HCP100031,2.3317,5.3939
EV2117,HCP100075,13.5734,27.0954
EV2117,HCP100104,24.2233,50.7959
EV2117,HCP100199,12.8057,28.057
EV2117,HCP100201,1.7921,4.3962
EV2117,HCP100327,2.9927,9.4715
EV2117,HCP100406,2.9518,8.2617
EV2117,HCP100472,6.5225,14.0774
EV2117,HCP100507,3.4967,7.8436
EV2117,HCP100523,4.8622,10.4598
EV2117,HCP100530,3.1613,9.1243
EV2117,HCP100635,1.0209,2.546
EV2117,HCP100680,8.4156,16.3447
EV2117,HCP100682,2.1472,6.3226
EV2117,HCP100710,20.506,49.9393
EV2117,HCP100783,4.2036,8.8423
EV2117,HCP101060,11.0754,30.3784
EV2117,HCP101083,3.3236,7.4682
EV2117,HCP101124,6.9095,14.8066
EV2117,HCP101137,40.4452,93.1005
EV2117,HCP101163,5.2899,12.2957
EV2117,HCP101194,14.5494,31.1221
EV2117,HCP101223,7.2675,13.9164
EV2117,HCP101244,4.0283,8.0023
EV2117,HCP101332,11.0663,23.7925
EV2117,HCP101400,3.6783,8.0187
EV2117,HCP101532,12.9565,26.9142
EV2117,HCP101660,1.045,2.8399
EV2117,HCP101674,3.1708,6.1923
EV2117,HCP101684,4.5408,10.4424
EV2117,HCP101742,9.8082,23.4529
EV2117,HCP101761,6.545,17.2305
EV2117,HCP101835,5.0212,11.4166
EV2117,HCP101837,13.6222,29.1418
EV2117,HCP101867,13.0467,24.7456
EV2117,HCP101902,2.0042,4.7974
EV2117,HCP101918,12.7919,30.6244
EV2117,HCP101936,7.9738,21.2979
EV2117,HCP101973,1.8995,4.5131
EV2117,HCP101980,9.2457,22.1683
EV2117,HCP101984,36.1404,93.5178
EV2117,HCP102001,8.5502,19.3541
EV2117,HCP102004,10.4999,24.2047
EV2117,HCP102047,1.743,4.8254
EV2117,HCP102148,7.485,14.428
EV2117,HCP102159,14.9444,30.9533
EV2117,HCP102178,11.3383,23.3111
EV2117,HCP102221,1.6714,4.2441
EV2117,HCP102329,28.2047,55.0032
EV2117,HCP102397,53.9354,127.5975
EV2117,HCP102424,21.113,70.4566
EV2117,HCP102448,12.3903,24.3997
EV2117,HCP102449,14.3787,34.3918
EV2117,HCP102491,17.0567,42.6792
EV2118,HCP100043,0.8388,1.8208
EV2118,HCP100045,1.0313,4.5916
EV2118,HCP100052,0.3854,0.9768
EV2118,HCP100125,4.6556,12.0447
EV2118,HCP100143,2.183,5.4122
EV2118,HCP100148,1.8319,5.4062
EV2118,HCP100245,2.0465,7.8946
EV2118,HCP100277,1.2206,2.0122
EV2118,HCP100436,2.6607,5.7578
EV2118,HCP100744,0.4896,1.1122
EV2118,HCP100787,4.1676,7.5461
EV2118,HCP100867,1.3021,2.5782
EV2118,HCP100901,0.9953,1.656
EV2118,HCP101057,6.6469,15.4591
EV2118,HCP101092,0.5953,1.4639
EV2118,HCP101212,2.7978,7.3647
EV2118,HCP101305,3.7743,8.3569
EV2118,HCP101368,6.075,16.0996
EV2118,HCP101659,0.7084,1.2606
EV2118,HCP101812,5.8199,12.3193
EV2118,HCP101865,0.422,0.7671
EV2118,HCP101943,6.7798,16.2048
EV2118,HCP102068,2.7943,6.0494
EV2118,HCP102162,10.2062,24.5559
EV2118,HCP102309,0.9002,1.6658
EV2118,HCP102474,1.5061,2.7807
EV2119,HCP100313,1.2806,2.425
EV2119,HCP100504,4.095,9.9888
EV2119,HCP100573,1.3934,2.5857
EV2119,HCP100658,0.8085,1.465
EV2119,HCP100769,13.3718,25.3794
EV2119,HCP100859,8.8583,25.0616
EV2119,HCP100952,0.27,0.585
EV2119,HCP101207,1.9455,6.2418
EV2119,HCP101486,3.4743,8.1231
EV2119,HCP101493,0.1186,0.2695
EV2119,HCP101599,14.4309,27.5265
EV2119,HCP101702,2.6685,7.777
EV2119,HCP101829,4.2029,9.8837
EV2119,HCP101877,2.6049,5.9642
EV2119,HCP102048,7.0872,14.9257
EV2119,HCP102186,24.9649,54.3849
EV2119,HCP102393,1.1798,3.6126
EV2120,HCP100089,0.1916,0.4422
EV2120,HCP100478,-0.1008,-0.2242
EV2120,HCP100788,1.1975,3.525
EV2120,HCP101597,-0.8166,-1.7383
EV2121,HCP100034,-3.3098,-7.9546
EV2121,HCP100093,-0.029,-0.0558
EV2121,HCP100580,-1.5829,-3.3452
EV2121,HCP100610,0.2341,0.4467
EV2121,HCP100996,-0.3396,-0.8308
EV2121,HCP101048,2.1949,5.0825
EV2121,HCP101545,-0.1888,-0.3851
EV2121,HCP101757,-0.6753,-1.289
EV2121,HCP102239,-8.8615,-22.7668
EV2121,HCP102248,-14.9715,-29.9492
EV2121,HCP102274,-0.3608,-0.7988
EV2121,HCP102355,-25.9736,-88.0279
EV2121,HCP102408,-0.2598,-0.5731
EV2122,HCP100327,-0.099,-0.2902
EV2122,HCP101716,-0.7881,-1.7375
EV2122,HCP102013,-7.2916,-16.6569
EV2122,HCP102489,-3.6186,-6.9677
EV2123,HCP100542,0.4479,1.0709
EV2123,HCP101005,0.7312,1.3621
EV2123,HCP101519,5.5659,13.4636
EV2123,HCP101962,0.4739,0.7768
EV2123,HCP101966,1.2571,2.6322
EV2124,HCP100499,3.1475,7.8844
EV2124,HCP100565,4.5949,9.8216
EV2124,HCP100859,31.2654,98.4013
EV2124,HCP101066,0.7969,2.8799
EV2124,HCP101267,5.6603,11.4985
EV2124,HCP101391,0.9163,2.6393
EV2124,HCP101454,33.3264,61.5262
EV2124,HCP101529,0.9093,2.056
EV2124,HCP101748,3.5142,12.3579
EV2124,HCP101791,0.3731,0.6949
EV2124,HCP102017,1.0893,2.4672
EV2125,HCP100028,0.4911,0.9372
EV2125,HCP100428,2.6401,5.1859
EV2125,HCP100515,3.7436,8.7913
EV2125,HCP100646,0.583,1.2689
EV2125,HCP100705,1.0333,2.1557
EV2125,HCP100873,4.0894,9.6576
EV2125,HCP100884,2.1843,5.956
EV2125,HCP101017,2.3798,5.1979
EV2125,HCP101293,4.0589,10.9975
EV2125,HCP101327,0.6979,1.5385
EV2125,HCP101426,4.5308,9.6285
EV2125,HCP101460,11.9836,37.5464
EV2125,HCP101491,1.6817,3.6785
EV2125,HCP101701,4.7654,10.4639
EV2125,HCP101831,6.6585,17.3601
EV2125,HCP101970,1.1254,2.229
EV2125,HCP102014,1.3966,3.7336
EV2125,HCP102037,7.6482,20.7064
EV2126,HCP100516,5.6823,9.7338
EV2126,HCP100529,6.0212,13.8603
EV2126,HCP100789,0.6783,1.5528
EV2126,HCP100818,2.4274,4.9689
EV2126,HCP100876,7.046,20.1554
EV2126,HCP100880,1.1046,2.6277
EV2126,HCP100948,10.1074,21.8205
EV2126,HCP101120,2.557,6.4446
EV2126,HCP101261,2.5974,4.7472
EV2126,HCP101307,0.2823,0.595
EV2126,HCP101696,3.9284,10.9263
EV2126,HCP101740,8.6906,16.781
EV2126,HCP101838,1.0669,1.9499
EV2126,HCP101894,2.9784,7.1173
EV2126,HCP101971,0.5671,1.558
EV2126,HCP102110,31.9909,86.8601
EV2127,HCP100069,1.9705,4.214
EV2127,HCP100213,3.6779,10.5069
EV2127,HCP100275,0.4432,0.9374
EV2127,HCP100492,0.1555,0.2527
EV2127,HCP101091,1.4634,3.9923
EV2127,HCP101097,2.2897,4.0763
EV2127,HCP101102,0.4431,0.9864
EV2127,HCP101202,0.4039,0.8815
EV2127,HCP101206,0.4965,1.3494
EV2127,HCP101221,0.7671,1.941
EV2127,HCP101803,2.1916,5.4526
EV2127,HCP101811,2.4242,5.177
EV2127,HCP101910,2.0335,5.8172
EV2127,HCP102111,3.2795,6.7768
EV2127,HCP102126,0.5871,1.2655
EV2128,HCP100162,0.058,0.1401
EV2128,HCP100724,0.5962,1.3798
EV2128,HCP100752,-0.1461,-0.3102
EV2128,HCP101531,0.1492,0.4242
EV2128,HCP101585,2.407,5.0485
EV2128,HCP101613,-0.3327,-0.581
EV2128,HCP101743,0.975,2.2492
EV2128,HCP102095,0.2382,0.5781
EV2128,HCP102193,-1.7587,-3.434
EV2130,HCP100043,-0.0357,-0.078
EV2130,HCP100058,2.164,4.0635
EV2130,HCP100122,0.8214,1.8223
EV2130,HCP100166,0.0958,0.2148
EV2130,HCP100167,-0.0456,-0.0847
EV2130,HCP100171,-0.1744,-0.2988
EV2130,HCP100174,-0.1349,-0.2901
EV2130,HCP100258,0.0555,0.1443
EV2130,HCP100283,-0.1336,-0.3443
EV2130,HCP100312,-0.0814,-0.1748
EV2130,HCP100351,1.4382,2.8005
EV2130,HCP100357,0.1357,0.3401
EV2130,HCP100391,0.6579,1.3683
EV2130,HCP100434,-0.0003,-0.0006
EV2130,HCP100469,0.2276,0.5391
EV2130,HCP100581,-0.1218,-0.2191
EV2130,HCP100591,-0.0041,-0.0098
EV2130,HCP100607,-0.001,-0.0023
EV2130,HCP100630,0.1009,0.1934
EV2130,HCP100674,0.9508,2.2343
EV2130,HCP100731,0.0443,0.0731
EV2130,HCP100740,-0.1531,-0.4051
EV2130,HCP100747,-0.0753,-0.2191
EV2130,HCP100782,0.0356,0.0782
EV2130,HCP100901,0.0029,0.0052
EV2130,HCP100905,0.0064,0.0189
EV2130,HCP100916,0.1538,0.617
EV2130,HCP100927,-0.2654,-0.7399
EV2130,HCP101074,1.2989,2.4138
EV2130,HCP101091,0.2633,0.7549
EV2130,HCP101123,0.0283,0.1075
EV2130,HCP101157,-0.0619,-0.1336
EV2130,HCP101171,0.3986,1.3554
EV2130,HCP101240,-0.0583,-0.1292
EV2130,HCP101279,0.0803,0.1909
EV2130,HCP101282,0.095,0.2651
EV2130,HCP101319,0.1625,0.5109
EV2130,HCP101334,-0.4309,-0.7551
EV2130,HCP101348,0.2587,0.6575
EV2130,HCP101392,-0.0644,-0.155
EV2130,HCP101409,-0.277,-0.5593
EV2130,HCP101422,1.1818,2.1243
EV2130,HCP101444,0.0919,0.2195
EV2130,HCP101460,-0.2782,-0.797
EV2130,HCP101487,0.3244,0.759
EV2130,HCP101524,-0.0223,-0.0569
EV2130,HCP101542,-0.0494,-0.105
EV2130,HCP101628,-0.14,-0.3939
EV2130,HCP101647,0.018,0.0367
EV2130,HCP101648,-0.0038,-0.0109
EV2130,HCP101878,-0.2673,-0.4915
EV2130,HCP101915,0.0727,0.1556
EV2130,HCP101994,-0.0748,-0.1576
EV2130,HCP102101,-0.021,-0.0503
EV2130,HCP102175,0.0013,0.002
EV2130,HCP102193,0.2043,0.4811
EV2130,HCP102216,0.007,0.0166
EV2130,HCP102250,0.0178,0.0379
EV2130,HCP102277,-0.019,-0.0371
EV2130,HCP102382,0.071,0.1367
EV2130,HCP102433,0.0731,0.1547
EV2130,HCP102459,-0.0826,-0.1952
EV2130,HCP102477,0.0848,0.2415
EV2130,HCP102486,0.0616,0.1824
EV2131,HCP100069,1.3088,2.5697
EV2131,HCP100086,1.5845,3.6295
EV2131,HCP100121,1.3509,2.7474
EV2131,HCP100296,0.4713,1.1023
EV2131,HCP100344,9.181,20.4897
EV2131,HCP100515,1.5442,3.5912
EV2131,HCP100525,0.9469,2.0512
EV2131,HCP100527,0.1786,0.4182
EV2131,HCP100541,1.101,2.5398
EV2131,HCP100550,3.538,11.0188
EV2131,HCP100770,0.9524,2.5045
EV2131,HCP100799,0.9854,2.6829
EV2131,HCP100964,0.1251,0.2225
EV2131,HCP101055,2.2217,4.9346
EV2131,HCP101079,0.0712,0.1248
EV2131,HCP101091,0.2286,0.6461
EV2131,HCP101542,1.5935,3.2729
EV2131,HCP101585,7.1613,15.5039
EV2131,HCP101647,0.1281,0.2651
EV2131,HCP101662,1.2178,2.9059
EV2131,HCP101747,1.1351,2.5174
EV2131,HCP101824,0.2696,0.4826
EV2131,HCP101910,1.1601,3.0372
EV2131,HCP102261,0.1461,0.3156
EV2131,HCP102271,0.1088,0.2731
EV2131,HCP102353,1.5996,4.6688
EV2131,HCP102404,0.4842,0.9627
EV2132,HCP100078,-0.4167,-1.04
EV2132,HCP100253,-0.05,-0.1215
EV2132,HCP100287,-0.3113,-0.6623
EV2132,HCP100460,-0.3004,-0.7314
EV2132,HCP100548,-0.3921,-1.0802
EV2132,HCP100871,-0.1915,-0.4248
EV2132,HCP101111,-1.6078,-4.1108
EV2132,HCP101504,-1.5478,-2.9978
EV2132,HCP101774,-0.0177,-0.0324
EV2132,HCP101875,-1.4147,-3.4979
EV2132,HCP102306,-0.4523,-1.0043
EV2132,HCP102398,-0.0702,-0.2283
EV2133,HCP100261,7.8007,12.8063
EV2133,HCP100499,1.7151,4.1507
EV2133,HCP100559,4.7875,10.9319
EV2133,HCP100708,0.6145,1.3209
EV2133,HCP100915,14.8417,47.3607
EV2133,HCP101416,25.3816,67.2827
EV2133,HCP101562,6.0697,15.4544
EV2133,HCP102043,5.3686,10.7062
EV2133,HCP102313,10.5154,18.3736
EV2133,HCP102357,5.4335,10.9123
EV2133,HCP102466,4.4504,8.1534
EV2134,HCP100104,27.4857,55.5175
EV2134,HCP100111,51.7483,147.7381
EV2134,HCP100112,3.5836,8.616
EV2134,HCP100133,12.9565,20.9891
EV2134,HCP100180,0.5836,1.3866
EV2134,HCP100279,1.1147,3.0241
EV2134,HCP100330,2.3016,5.5934
EV2134,HCP100412,15.5204,31.2356
EV2134,HCP100462,28.6475,62.5749
EV2134,HCP100606,6.0743,12.5308
EV2134,HCP100636,3.2204,6.7998
EV2134,HCP100657,6.304,12.7986
EV2134,HCP100698,1.3173,2.9286
EV2134,HCP100839,33.595,70.6197
EV2134,HCP101027,3.7854,8.6119
EV2134,HCP101085,25.1501,48.8522
EV2134,HCP101169,11.8683,42.1224
EV2134,HCP101349,9.298,21.2912
EV2134,HCP101419,25.7758,55.9087
EV2134,HCP101439,17.2382,32.6594
EV2134,HCP101453,31.1268,90.7963
EV2134,HCP101474,9.701,32.9068
EV2134,HCP101505,2.1627,5.5021
EV2134,HCP101546,7.264,19.8688
EV2134,HCP101559,17.1217,49.3249
EV2134,HCP101643,4.2176,7.7626
EV2134,HCP101686,18.1282,44.8608
EV2134,HCP101913,16.3795,28.3904
EV2134,HCP102029,1.3359,2.8363
EV2134,HCP102102,11.4154,32.5
EV2134,HCP102174,6.086,16.5144
EV2134,HCP102176,15.9859,43.4076
EV2134,HCP102204,2.3898,5.909
EV2134,HCP102280,7.0691,19.9608
EV2134,HCP102320,21.9969,40.7216
EV2134,HCP102374,41.3758,131.8909
EV2135,HCP100074,6.1814,14.4063
EV2135,HCP100370,6.7381,16.367
EV2135,HCP100554,2.2637,3.9861
EV2135,HCP100556,1.6906,5.0201
EV2135,HCP100794,1.1498,2.7865
EV2135,HCP100986,0.2079,0.6503
EV2135,HCP101300,12.1621,26.1022
EV2135,HCP101369,0.2432,0.5377
EV2135,HCP101472,2.5109,6.0355
EV2135,HCP101541,1.0584,2.8466
EV2135,HCP101908,4.3413,8.4354
EV2135,HCP102053,3.091,6.0032
EV2135,HCP102184,0.3545,0.7201
EV2135,HCP102222,1.3254,2.8198
EV2135,HCP102330,11.8787,29.0889
EV2136,HCP100942,0.2567,0.6047
EV2136,HCP101612,1.687,3.0323
EV2136,HCP101675,0.8328,1.96
EV2136,HCP101912,0.4217,0.7539
EV2136,HCP102032,0.3358,0.8198
EV2136,HCP102084,2.5084,6.1092
EV2136,HCP102245,3.1088,6.7394
EV2136,HCP102310,0.3438,0.7805
EV2136,HCP102447,0.9758,1.783
EV2137,HCP100126,25.2121,52.8303
EV2137,HCP100337,18.8342,55.6401
EV2137,HCP100354,33.8478,86.7471
EV2137,HCP100380,13.333,31.7825
EV2137,HCP100450,6.0784,10.5509
EV2137,HCP100659,46.0407,85.396
EV2137,HCP100714,5.6841,12.1795
EV2137,HCP100778,12.3372,29.9998
EV2137,HCP100994,20.7335,41.0563
EV2137,HCP101488,10.9277,22.7144
EV2137,HCP101572,21.4757,56.3452
EV2137,HCP102087,5.9375,12.3431
EV2137,HCP102251,18.1252,39.8668
EV2139,HCP100195,-6.9477,-14.4752
EV2139,HCP100249,-14.8529,-37.8547
EV2139,HCP100358,-0.9002,-1.9356
EV2139,HCP100593,-0.5596,-1.6172
EV2139,HCP100757,-15.2058,-41.456
EV2139,HCP100786,-3.363,-11.1439
EV2139,HCP100975,-14.0219,-35.6507
EV2139,HCP101046,-3.9719,-7.4298
EV2139,HCP101052,-1.1364,-2.0971
EV2139,HCP101271,-10.6882,-25.8561
EV2139,HCP101577,-6.1452,-12.2863
EV2139,HCP101617,0.4884,1.0769
EV2139,HCP101622,-11.6888,-26.8366
EV2139,HCP101640,-9.0069,-21.209
EV2139,HCP101644,-5.0086,-12.1866
EV2139,HCP101927,0.4319,0.8449
EV2139,HCP101944,-2.4586,-4.6466
EV2139,HCP102155,-4.6475,-9.4892
EV2139,HCP102389,-6.7629,-12.8399
EV2139,HCP102480,-3.1978,-6.8445
EV2141,HCP100072,0.8827,1.8584
EV2141,HCP100097,2.6463,5.0191
EV2141,HCP100114,3.2554,8.6622
EV2141,HCP100222,7.3719,14.5677
EV2141,HCP100267,2.9849,6.5359
EV2141,HCP100290,10.4348,25.5666
EV2141,HCP100380,9.2215,20.0511
EV2141,HCP100383,0.9718,2.7929
EV2141,HCP100389,5.2437,12.2765
EV2141,HCP100464,1.1615,2.3013
EV2141,HCP100524,0.7188,2.1996
EV2141,HCP100596,0.9901,4.1469
EV2141,HCP100600,4.5832,10.0241
EV2141,HCP100663,9.7374,18.2798
EV2141,HCP100852,2.6313,7.2725
EV2141,HCP100977,2.6299,4.8385
EV2141,HCP101140,1.9119,4.3549
EV2141,HCP101186,0.7041,1.6979
EV2141,HCP101193,23.0744,46.8555
EV2141,HCP101215,0.3348,0.9326
EV2141,HCP101220,7.5013,15.5824
EV2141,HCP101251,1.3527,4.9507
EV2141,HCP101257,1.2408,2.5881
EV2141,HCP101262,1.1464,2.4795
EV2141,HCP101274,0.7987,2.0381
EV2141,HCP101277,3.4033,8.2186
EV2141,HCP101299,2.1163,3.9098
EV2141,HCP101360,1.6001,5.3763
EV2141,HCP101508,12.4611,29.6867
EV2141,HCP101545,1.8437,3.4535
EV2141,HCP101596,16.5254,40.3449
EV2141,HCP101635,0.7662,1.6641
EV2141,HCP101638,1.6085,4.3776
EV2141,HCP101663,0.4172,0.8628
EV2141,HCP101797,-0.0408,-0.1212
EV2141,HCP101860,3.8768,12.2122
EV2141,HCP102001,11.82,25.5744
EV2141,HCP102052,4.0455,7.6389
EV2141,HCP102073,2.105,4.1193
EV2141,HCP102127,3.2728,7.41
EV2141,HCP102202,8.6345,18.5923
EV2141,HCP102213,1.1339,2.2933
EV2141,HCP102224,3.4688,8.3019
EV2141,HCP102230,3.4449,9.1279
EV2141,HCP102239,15.6808,40.6625
EV2141,HCP102244,8.6207,26.4378
EV2141,HCP102375,18.2961,45.7282
EV2141,HCP102407,2.844,5.2244
EV2141,HCP102438,5.1495,13.3874
EV2142,HCP100157,10.2607,20.325
EV2142,HCP100209,48.3165,142.7455
EV2142,HCP100250,1.6479,3.4973
EV2142,HCP100820,38.0445,91.7878
EV2142,HCP100847,5.9109,13.2818
EV2142,HCP101146,13.1028,37.7069
EV2142,HCP101287,30.0947,53.9955
EV2142,HCP101377,1.4627,3.4955
EV2142,HCP101552,18.2957,40.5549
EV2142,HCP101597,11.3106,25.379
EV2142,HCP101606,21.7123,52.7134
EV2142,HCP101767,16.4937,34.0876
EV2142,HCP102051,25.2707,54.947
EV2142,HCP102160,34.6126,89.2586
EV2142,HCP102253,28.6568,61.774
EV2142,HCP102457,7.4089,15.0106
EV2142,HCP102484,4.9466,11.1001
EV2143,HCP100081,5.5358,13.2251
EV2143,HCP100102,5.5077,18.1494
EV2143,HCP100220,0.9531,2.1112
EV2143,HCP100264,1.6132,4.6682
EV2143,HCP100266,1.919,3.8682
EV2143,HCP100270,9.6502,16.7228
EV2143,HCP100459,5.3291,11.2304
EV2143,HCP100729,0.895,1.904
EV2143,HCP101010,7.7046,15.5598
EV2143,HCP101364,3.0186,5.4296
EV2143,HCP101443,12.1341,31.2424
EV2143,HCP101500,4.5734,10.423
EV2143,HCP101639,6.2028,13.7549
EV2143,HCP101849,1.2673,2.8409
EV2143,HCP102169,1.9579,4.0705
EV2143,HCP102439,2.3128,4.2399
EV2144,HCP100488,1.2311,2.904
