event_id,hcp_id,invited_at,channel,eligible_reason
EV2239,HCP101142,2026-01-19,Rep,Combination of factors
EV2239,HCP100497,2026-01-04,Rep,Product affinity
EV2239,HCP100726,2026-01-10,Rep,Specialty match
EV2239,HCP102486,2026-01-20,Email,Combination of factors
EV2239,HCP101521,2026-01-27,Email,Prior engagement
EV2239,HCP101009,2026-01-12,Rep,Combination of factors
EV2239,HCP100421,2026-02-01,Email,Combination of factors
EV2239,HCP101656,2026-01-23,Email,Specialty match
EV2239,HCP100302,2026-01-02,Rep,Combination of factors
EV2239,HCP101370,2026-01-25,Rep,Specialty match
EV2239,HCP100614,2026-01-14,Rep,Combination of factors
EV2239,HCP100645,2026-01-28,Email,Product affinity
EV2239,HCP100121,2026-02-13,Email,Patient-volume threshold
EV2239,HCP102163,2026-01-22,Email,Product affinity
EV2239,HCP100570,2026-01-05,Rep,Specialty match
EV2239,HCP100387,2026-02-17,Phone,Combination of factors
EV2239,HCP100554,2026-01-31,Email,Combination of factors
EV2239,HCP100136,2026-02-01,Email,Combination of factors
EV2240,HCP100104,2026-02-04,Portal,Product affinity
EV2240,HCP100827,2026-01-31,Rep,Product affinity
EV2240,HCP100096,2026-01-04,Rep,Specialty match
EV2240,HCP102421,2026-01-25,Portal,Combination of factors
EV2240,HCP102108,2026-01-20,Rep,Product affinity
EV2240,HCP100799,2026-01-30,Rep,Patient-volume threshold
EV2240,HCP101814,2026-02-06,Portal,Combination of factors
EV2240,HCP102464,2026-01-27,Email,Combination of factors
EV2240,HCP101376,2026-02-08,Email,Combination of factors
EV2240,HCP102124,2026-02-12,Email,Product affinity
EV2240,HCP101651,2026-01-15,Rep,Product affinity
EV2240,HCP101435,2026-01-13,Portal,Combination of factors
EV2240,HCP100009,2026-02-14,Email,Specialty match
EV2240,HCP101795,2026-02-05,Phone,Product affinity
EV2240,HCP101984,2026-01-04,Rep,Combination of factors
EV2240,HCP100760,2026-01-30,Rep,Patient-volume threshold
EV2240,HCP100154,2026-01-28,Portal,Combination of factors
EV2240,HCP102070,2026-02-17,Phone,Combination of factors
EV2240,HCP102328,2026-02-07,Email,Combination of factors
EV2240,HCP100822,2026-02-01,Rep,Product affinity
EV2240,HCP100806,2026-01-24,Rep,Combination of factors
EV2240,HCP102161,2026-02-17,Email,Product affinity
EV2240,HCP100554,2026-02-01,Email,Combination of factors
EV2240,HCP101532,2026-02-01,Rep,Product affinity
EV2240,HCP102049,2026-02-05,Email,Combination of factors
EV2240,HCP100923,2026-01-21,Rep,Combination of factors
EV2240,HCP102177,2026-01-29,Email,Combination of factors
EV2240,HCP100146,2026-01-31,Email,Combination of factors
EV2240,HCP102449,2026-01-10,Rep,Product affinity
EV2240,HCP100390,2026-01-23,Email,Product affinity
EV2240,HCP101441,2026-02-21,Phone,Product affinity
EV2240,HCP101977,2026-02-12,Phone,Combination of factors
EV2240,HCP100417,2026-02-12,Email,Product affinity
EV2240,HCP102062,2026-01-24,Rep,Product affinity
EV2240,HCP100179,2026-01-31,Email,Combination of factors
EV2240,HCP101095,2026-02-19,Phone,Combination of factors
EV2240,HCP101359,2026-02-08,Email,Combination of factors
EV2240,HCP102169,2026-02-03,Phone,Product affinity
EV2240,HCP100440,2026-02-07,Email,Product affinity
EV2240,HCP102225,2026-02-01,Rep,Combination of factors
EV2240,HCP102163,2026-02-19,Email,Product affinity
EV2240,HCP102420,2026-02-18,Email,Product affinity
EV2240,HCP101439,2026-01-25,Email,Product affinity
EV2240,HCP101425,2026-01-02,Rep,Combination of factors
EV2240,HCP101920,2026-02-18,Email,Combination of factors
EV2240,HCP100210,2026-01-28,Email,Product affinity
EV2240,HCP101703,2026-01-22,Rep,Combination of factors
EV2240,HCP100334,2026-01-09,Rep,Specialty match
EV2240,HCP100138,2026-01-28,Portal,Product affinity
EV2240,HCP102386,2026-01-21,Rep,Product affinity
EV2240,HCP102053,2026-01-31,Email,Combination of factors
EV2240,HCP101018,2026-01-25,Email,Combination of factors
EV2240,HCP100227,2026-01-25,Rep,Product affinity
EV2240,HCP100002,2026-02-05,Email,Prior engagement
EV2240,HCP100838,2026-02-11,Email,Product affinity
EV2240,HCP100640,2026-02-08,Email,Patient-volume threshold
EV2240,HCP100373,2026-01-15,Rep,Product affinity
EV2240,HCP100973,2026-02-05,Rep,Prior engagement
EV2240,HCP100402,2026-02-10,Email,Product affinity
EV2240,HCP100027,2026-01-06,Rep,Product affinity
EV2240,HCP100627,2026-02-16,Portal,Product affinity
EV2240,HCP101008,2026-02-07,Email,Specialty match
EV2240,HCP102055,2026-02-03,Phone,Combination of factors
EV2240,HCP102311,2026-02-02,Email,Product affinity
EV2240,HCP101197,2026-01-28,Email,Product affinity
EV2240,HCP100908,2026-01-21,Rep,Product affinity
EV2240,HCP101867,2026-01-22,Portal,Product affinity
EV2240,HCP102160,2026-01-03,Rep,Product affinity
EV2241,HCP100891,2026-02-20,Email,Combination of factors
EV2241,HCP101874,2026-01-17,Rep,Product affinity
EV2241,HCP102413,2026-02-22,Email,Combination of factors
EV2241,HCP101197,2026-02-25,Phone,Product affinity
EV2241,HCP101157,2026-02-05,Email,Patient-volume threshold
EV2241,HCP101600,2026-02-16,Email,Specialty match
EV2241,HCP101549,2026-02-03,Email,Combination of factors
EV2241,HCP100723,2026-02-05,Rep,Specialty match
EV2241,HCP101996,2026-01-20,Rep,Combination of factors
EV2241,HCP101486,2026-02-10,Portal,Combination of factors
EV2241,HCP102017,2026-01-18,Portal,Combination of factors
EV2241,HCP100289,2026-01-09,Rep,Product affinity
EV2241,HCP102114,2026-02-18,Phone,Specialty match
EV2241,HCP102314,2026-02-22,Email,Combination of factors
EV2241,HCP100173,2026-02-25,Email,Combination of factors
EV2241,HCP101025,2026-01-31,Rep,Combination of factors
EV2241,HCP102222,2026-02-04,Email,Product affinity
EV2241,HCP101260,2026-01-19,Rep,Product affinity
EV2241,HCP102196,2026-02-15,Email,Combination of factors
EV2241,HCP101820,2026-02-05,Portal,Product affinity
EV2241,HCP101510,2026-01-23,Rep,Product affinity
EV2241,HCP102490,2026-01-25,Portal,Combination of factors
EV2241,HCP101043,2026-02-19,Email,Combination of factors
EV2241,HCP100556,2026-02-11,Rep,Combination of factors
EV2241,HCP101782,2026-02-07,Email,Product affinity
EV2241,HCP102083,2026-02-24,Phone,Product affinity
EV2241,HCP100481,2026-01-31,Rep,Product affinity
EV2241,HCP101469,2026-02-13,Email,Combination of factors
EV2241,HCP101135,2026-01-26,Rep,Specialty match
EV2241,HCP102395,2026-01-28,Email,Combination of factors
EV2241,HCP102208,2026-01-29,Email,Geographic proximity
EV2241,HCP100949,2026-02-01,Email,Specialty match
EV2241,HCP101612,2026-02-05,Rep,Combination of factors
EV2241,HCP100621,2026-02-24,Email,Product affinity
EV2241,HCP100817,2026-01-29,Rep,Patient-volume threshold
EV2241,HCP100034,2026-02-08,Rep,Patient-volume threshold
EV2241,HCP102429,2026-01-10,Rep,Combination of factors
EV2241,HCP100791,2026-02-22,Email,Product affinity
EV2241,HCP101946,2026-02-22,Email,Product affinity
EV2241,HCP100381,2026-01-12,Rep,Geographic proximity
EV2241,HCP101230,2026-01-17,Rep,Product affinity
EV2241,HCP100451,2026-01-07,Rep,Combination of factors
EV2241,HCP102337,2026-01-15,Rep,Combination of factors
EV2241,HCP100001,2026-02-16,Email,Combination of factors
EV2241,HCP101104,2026-01-26,Rep,Geographic proximity
EV2241,HCP100537,2026-02-03,Email,Product affinity
EV2241,HCP101536,2026-01-24,Rep,Product affinity
EV2241,HCP101951,2026-01-27,Portal,Product affinity
EV2241,HCP101418,2026-02-04,Rep,Product affinity
EV2241,HCP100670,2026-02-14,Email,Specialty match
EV2241,HCP101420,2026-01-09,Rep,Combination of factors
EV2241,HCP102322,2026-02-16,Email,Specialty match
EV2241,HCP100856,2026-02-05,Email,Combination of factors
EV2241,HCP102176,2026-01-03,Rep,Combination of factors
EV2241,HCP102393,2026-02-07,Rep,Specialty match
EV2241,HCP100896,2026-02-25,Email,Product affinity
EV2241,HCP102489,2026-02-17,Email,Combination of factors
EV2241,HCP100090,2026-02-22,Portal,Combination of factors
EV2241,HCP100876,2026-01-08,Rep,Combination of factors
EV2241,HCP100521,2026-02-03,Rep,Specialty match
EV2241,HCP101562,2026-01-08,Rep,Product affinity
EV2241,HCP100154,2026-01-29,Portal,Product affinity
EV2241,HCP102330,2026-01-26,Portal,Product affinity
EV2241,HCP100827,2026-01-24,Rep,Patient-volume threshold
EV2241,HCP100647,2026-01-12,Rep,Combination of factors
EV2241,HCP101416,2026-01-25,Portal,Product affinity
EV2241,HCP100299,2026-02-20,Email,Combination of factors
EV2241,HCP100107,2026-02-23,Email,Geographic proximity
EV2241,HCP102104,2026-01-26,Rep,Combination of factors
EV2241,HCP100748,2026-01-23,Rep,Combination of factors
EV2241,HCP101841,2026-02-05,Email,Product affinity
EV2241,HCP102351,2026-02-18,Email,Prior engagement
EV2241,HCP101589,2026-02-04,Email,Combination of factors
EV2241,HCP101971,2026-01-22,Rep,Specialty match
EV2241,HCP101784,2026-02-20,Email,Product affinity
EV2241,HCP102250,2026-01-30,Email,Product affinity
EV2241,HCP100665,2026-01-27,Rep,Combination of factors
EV2241,HCP100919,2026-01-29,Rep,Specialty match
EV2241,HCP100519,2026-02-15,Email,Product affinity
EV2241,HCP102158,2026-02-11,Rep,Product affinity
EV2241,HCP101678,2026-02-02,Portal,Patient-volume threshold
EV2241,HCP100803,2026-01-08,Rep,Product affinity
EV2241,HCP100153,2026-02-25,Phone,Patient-volume threshold
EV2241,HCP102481,2026-02-25,Email,Product affinity
EV2241,HCP102499,2026-01-30,Rep,Specialty match
EV2242,HCP101562,2026-02-05,Email,Product affinity
EV2242,HCP100791,2026-02-11,Email,Product affinity
EV2242,HCP101939,2026-02-15,Portal,Combination of factors
EV2242,HCP101536,2026-01-24,Rep,Product affinity
EV2242,HCP101739,2026-02-08,Email,Product affinity
EV2242,HCP100803,2026-02-03,Rep,Product affinity
EV2242,HCP102224,2026-01-18,Rep,Patient-volume threshold
EV2242,HCP101683,2026-02-26,Email,Specialty match
EV2242,HCP100054,2026-02-12,Rep,Patient-volume threshold
EV2242,HCP101010,2026-02-10,Email,Patient-volume threshold
EV2242,HCP102322,2026-01-31,Email,Specialty match
EV2242,HCP101678,2026-01-05,Rep,Combination of factors
EV2242,HCP101830,2026-02-10,Email,Product affinity
EV2242,HCP100948,2026-02-05,Email,Product affinity
EV2242,HCP100313,2026-02-23,Email,Product affinity
EV2242,HCP101375,2026-02-09,Phone,Combination of factors
EV2242,HCP101469,2026-02-10,Email,Combination of factors
EV2242,HCP101209,2026-01-14,Rep,Combination of factors
EV2242,HCP100529,2026-02-21,Phone,Combination of factors
EV2242,HCP101308,2026-02-05,Portal,Product affinity
EV2242,HCP100160,2026-02-26,Email,Product affinity
EV2242,HCP101413,2026-02-16,Email,Geographic proximity
EV2242,HCP101964,2026-02-26,Phone,Geographic proximity
EV2242,HCP101775,2026-02-26,Email,Product affinity
EV2242,HCP102194,2026-02-06,Email,Combination of factors
EV2242,HCP100001,2026-02-26,Phone,Combination of factors
EV2242,HCP101695,2026-02-05,Email,Specialty match
EV2242,HCP101144,2026-01-24,Rep,Specialty match
EV2242,HCP100850,2026-02-19,Email,Combination of factors
EV2242,HCP102401,2026-02-10,Email,Geographic proximity
EV2242,HCP102100,2026-01-22,Portal,Product affinity
EV2242,HCP101874,2026-01-31,Email,Product affinity
EV2242,HCP101074,2026-02-23,Email,Patient-volume threshold
EV2242,HCP101581,2026-02-27,Phone,Product affinity
EV2242,HCP101600,2026-02-05,Email,Specialty match
EV2242,HCP101818,2026-01-22,Rep,Patient-volume threshold
EV2242,HCP101185,2026-01-25,Rep,Patient-volume threshold
EV2242,HCP101013,2026-02-04,Email,Specialty match
EV2242,HCP100565,2026-02-14,Portal,Product affinity
EV2242,HCP100211,2026-02-23,Email,Product affinity
EV2242,HCP100058,2026-02-13,Email,Patient-volume threshold
EV2242,HCP101067,2026-02-13,Phone,Product affinity
EV2242,HCP101512,2026-02-14,Email,Product affinity
EV2242,HCP101922,2026-01-28,Rep,Geographic proximity
EV2242,HCP101786,2026-02-26,Email,Geographic proximity
EV2242,HCP101503,2026-02-06,Email,Product affinity
EV2242,HCP102017,2026-02-10,Email,Combination of factors
EV2242,HCP100032,2026-01-22,Portal,Patient-volume threshold
EV2242,HCP100060,2026-02-22,Email,Combination of factors
EV2242,HCP100809,2026-02-12,Email,Product affinity
EV2242,HCP102262,2026-02-02,Email,Combination of factors
EV2242,HCP100467,2026-02-23,Email,Combination of factors
EV2242,HCP100499,2026-02-14,Portal,Product affinity
EV2242,HCP102426,2026-02-10,Rep,Combination of factors
EV2242,HCP100270,2026-01-19,Rep,Patient-volume threshold
EV2242,HCP102189,2026-02-19,Phone,Product affinity
EV2242,HCP100586,2026-02-01,Rep,Combination of factors
EV2242,HCP102480,2026-02-20,Email,Patient-volume threshold
EV2242,HCP102259,2026-02-14,Phone,Product affinity
EV2242,HCP101167,2026-01-10,Rep,Combination of factors
EV2242,HCP101532,2026-02-19,Email,Geographic proximity
EV2242,HCP101145,2026-01-28,Rep,Product affinity
EV2242,HCP101019,2026-02-15,Email,Combination of factors
EV2242,HCP100784,2026-01-12,Rep,Product affinity
EV2242,HCP101197,2026-02-05,Rep,Product affinity
EV2242,HCP101242,2026-01-23,Rep,Product affinity
EV2242,HCP102222,2026-02-27,Email,Product affinity
EV2242,HCP101752,2026-02-14,Email,Combination of factors
EV2242,HCP100807,2026-02-12,Rep,Patient-volume threshold
EV2242,HCP100506,2026-02-15,Portal,Combination of factors
EV2242,HCP100936,2026-01-10,Rep,Patient-volume threshold
EV2242,HCP100023,2026-02-10,Phone,Patient-volume threshold
EV2242,HCP101577,2026-01-18,Rep,Patient-volume threshold
EV2242,HCP100220,2026-02-10,Email,Geographic proximity
EV2242,HCP101471,2026-02-02,Rep,Patient-volume threshold
EV2242,HCP100621,2026-02-16,Email,Product affinity
EV2242,HCP101627,2026-01-29,Rep,Patient-volume threshold
EV2242,HCP101679,2026-01-30,Email,Combination of factors
EV2242,HCP101911,2026-01-18,Rep,Product affinity
EV2242,HCP100755,2026-02-21,Email,Specialty match
EV2242,HCP101151,2026-02-01,Email,Patient-volume threshold
EV2242,HCP100545,2026-01-23,Rep,Combination of factors
EV2242,HCP102395,2026-02-18,Email,Combination of factors
EV2242,HCP101439,2026-02-27,Email,Combination of factors
EV2242,HCP100139,2026-02-10,Rep,Patient-volume threshold
EV2243,HCP100890,2026-02-21,Email,Product affinity
EV2243,HCP101265,2026-02-02,Email,Combination of factors
EV2243,HCP101740,2026-02-12,Email,Patient-volume threshold
EV2243,HCP101843,2026-02-09,Email,Geographic proximity
EV2243,HCP101444,2026-03-02,Email,Combination of factors
EV2243,HCP101815,2026-02-21,Portal,Combination of factors
EV2243,HCP100283,2026-02-23,Email,Product affinity
EV2243,HCP102449,2026-02-10,Rep,Patient-volume threshold
EV2243,HCP101950,2026-02-02,Email,Product affinity
EV2243,HCP100997,2026-02-12,Rep,Product affinity
EV2243,HCP101042,2026-02-24,Portal,Combination of factors
EV2243,HCP101907,2026-03-01,Phone,Combination of factors
EV2243,HCP101473,2026-02-26,Email,Specialty match
EV2243,HCP101411,2026-01-18,Rep,Specialty match
EV2243,HCP102111,2026-02-09,Rep,Product affinity
EV2243,HCP100165,2026-02-20,Email,Product affinity
EV2243,HCP100445,2026-02-09,Email,Specialty match
EV2243,HCP100434,2026-02-24,Phone,Product affinity
EV2243,HCP100069,2026-02-07,Rep,Specialty match
EV2243,HCP100633,2026-02-22,Email,Specialty match
EV2243,HCP100475,2026-02-03,Email,Combination of factors
EV2243,HCP100045,2026-02-23,Phone,Product affinity
EV2243,HCP100646,2026-02-24,Phone,Prior engagement
EV2243,HCP100962,2026-02-18,Email,Patient-volume threshold
EV2243,HCP100843,2026-02-19,Portal,Product affinity
EV2243,HCP102417,2026-02-13,Rep,Product affinity
EV2243,HCP101547,2026-01-31,Portal,Patient-volume threshold
EV2243,HCP100003,2026-01-10,Rep,Combination of factors
EV2243,HCP101157,2026-02-20,Email,Patient-volume threshold
EV2243,HCP100319,2026-03-02,Email,Combination of factors
EV2243,HCP101072,2026-02-22,Email,Product affinity
EV2243,HCP101524,2026-02-13,Email,Specialty match
EV2243,HCP101420,2026-02-26,Email,Patient-volume threshold
EV2243,HCP101792,2026-02-08,Email,Specialty match
EV2243,HCP101631,2026-02-19,Email,Combination of factors
EV2243,HCP100121,2026-02-26,Email,Patient-volume threshold
EV2243,HCP101966,2026-02-14,Rep,Specialty match
EV2243,HCP100674,2026-01-15,Rep,Product affinity
EV2243,HCP101906,2026-01-11,Rep,Product affinity
EV2243,HCP101120,2026-01-27,Rep,Patient-volume threshold
EV2243,HCP101999,2026-02-13,Phone,Specialty match
EV2243,HCP101312,2026-01-13,Rep,Product affinity
EV2243,HCP100804,2026-02-19,Email,Prior engagement
EV2243,HCP102250,2026-02-13,Rep,Combination of factors
EV2243,HCP101605,2026-01-24,Rep,Combination of factors
EV2243,HCP100043,2026-02-08,Email,Combination of factors
EV2243,HCP102245,2026-02-13,Rep,Combination of factors
EV2243,HCP101507,2026-01-28,Rep,Prior engagement
EV2243,HCP100093,2026-02-17,Email,Combination of factors
EV2243,HCP102054,2026-02-10,Email,Product affinity
EV2243,HCP102126,2026-03-01,Email,Product affinity
EV2243,HCP102258,2026-02-15,Email,Combination of factors
EV2243,HCP100253,2026-02-02,Email,Specialty match
EV2243,HCP101467,2026-02-11,Email,Combination of factors
EV2243,HCP100816,2026-02-08,Email,Combination of factors
EV2243,HCP102074,2026-01-20,Rep,Product affinity
EV2243,HCP101362,2026-02-13,Email,Specialty match
EV2243,HCP102356,2026-02-16,Email,Product affinity
EV2243,HCP101327,2026-01-26,Rep,Product affinity
EV2243,HCP101143,2026-02-09,Rep,Specialty match
EV2243,HCP100665,2026-02-04,Email,Product affinity
EV2243,HCP101747,2026-02-18,Email,Combination of factors
EV2243,HCP102265,2026-02-12,Rep,Product affinity
EV2243,HCP101451,2026-02-07,Email,Combination of factors
EV2243,HCP101970,2026-02-09,Rep,Combination of factors
EV2243,HCP101404,2026-02-20,Portal,Combination of factors
EV2243,HCP101632,2026-02-24,Email,Specialty match
EV2243,HCP101812,2026-02-11,Email,Product affinity
EV2244,HCP100053,2026-02-15,Email,Combination of factors
EV2244,HCP100511,2026-02-07,Email,Product affinity
EV2244,HCP100928,2026-02-19,Email,Combination of factors
EV2244,HCP101746,2026-02-05,Rep,Product affinity
EV2244,HCP102258,2026-01-13,Rep,Combination of factors
EV2244,HCP102101,2026-02-17,Email,Specialty match
EV2244,HCP100197,2026-01-23,Rep,Product affinity
EV2244,HCP101077,2026-02-11,Email,Specialty match
EV2244,HCP101548,2026-02-18,Email,Product affinity
EV2244,HCP102366,2026-01-27,Rep,Combination of factors
EV2244,HCP100612,2026-03-04,Phone,Product affinity
EV2244,HCP100930,2026-02-18,Phone,Geographic proximity
EV2244,HCP100261,2026-02-28,Email,Patient-volume threshold
EV2244,HCP101032,2026-02-13,Rep,Product affinity
EV2244,HCP100213,2026-02-07,Email,Combination of factors
EV2244,HCP100022,2026-03-01,Email,Patient-volume threshold
EV2244,HCP100185,2026-02-08,Email,Product affinity
EV2244,HCP101336,2026-02-02,Email,Specialty match
EV2244,HCP101126,2026-02-09,Rep,Combination of factors
EV2244,HCP100748,2026-01-10,Rep,Product affinity
EV2244,HCP100672,2026-02-22,Email,Product affinity
EV2244,HCP101358,2026-02-26,Email,Patient-volume threshold
EV2244,HCP101289,2026-01-27,Portal,Combination of factors
EV2244,HCP102487,2026-02-25,Email,Prior engagement
EV2244,HCP100705,2026-02-03,Email,Specialty match
EV2244,HCP101157,2026-02-09,Email,Patient-volume threshold
EV2244,HCP102273,2026-02-08,Email,Prior engagement
EV2244,HCP102404,2026-01-11,Rep,Combination of factors
EV2244,HCP102187,2026-02-26,Portal,Combination of factors
EV2244,HCP101803,2026-02-03,Email,Product affinity
EV2244,HCP102014,2026-02-24,Email,Product affinity
EV2244,HCP102446,2026-02-21,Phone,Combination of factors
EV2244,HCP102191,2026-02-13,Phone,Combination of factors
EV2244,HCP101667,2026-03-02,Email,Product affinity
EV2244,HCP100174,2026-02-05,Email,Specialty match
EV2244,HCP101213,2026-02-23,Email,Combination of factors
EV2244,HCP100654,2026-02-11,Email,Product affinity
EV2244,HCP100245,2026-02-12,Rep,Patient-volume threshold
EV2244,HCP100697,2026-02-20,Email,Combination of factors
EV2244,HCP101359,2026-02-01,Rep,Combination of factors
EV2244,HCP100073,2026-02-24,Portal,Product affinity
EV2244,HCP100028,2026-01-13,Rep,Specialty match
EV2244,HCP100724,2026-02-21,Email,Product affinity
EV2244,HCP100347,2026-02-14,Email,Specialty match
EV2244,HCP101585,2026-02-22,Email,Patient-volume threshold
EV2244,HCP101778,2026-02-15,Rep,Combination of factors
EV2244,HCP101247,2026-02-22,Email,Product affinity
EV2244,HCP100870,2026-01-28,Rep,Combination of factors
EV2244,HCP100280,2026-02-12,Email,Combination of factors
EV2244,HCP100121,2026-02-03,Email,Patient-volume threshold
EV2244,HCP101404,2026-03-01,Email,Combination of factors
EV2244,HCP100726,2026-01-08,Rep,Combination of factors
EV2244,HCP101451,2026-02-26,Portal,Combination of factors
EV2244,HCP101999,2026-02-10,Email,Specialty match
EV2244,HCP101694,2026-02-15,Email,Patient-volume threshold
EV2244,HCP101106,2026-02-05,Email,Specialty match
EV2244,HCP101061,2026-02-16,Rep,Combination of factors
EV2244,HCP100535,2026-02-03,Email,Geographic proximity
EV2244,HCP102303,2026-01-17,Rep,Combination of factors
EV2244,HCP102115,2026-01-24,Portal,Specialty match
EV2244,HCP101473,2026-02-13,Rep,Specialty match
EV2244,HCP101812,2026-01-31,Rep,Product affinity
EV2244,HCP102068,2026-01-24,Rep,Combination of factors
EV2244,HCP100158,2026-02-28,Email,Specialty match
EV2244,HCP100085,2026-02-27,Phone,Product affinity
EV2244,HCP101433,2026-02-04,Rep,Combination of factors
EV2244,HCP101312,2026-02-21,Phone,Product affinity
EV2244,HCP100541,2026-02-15,Email,Product affinity
EV2244,HCP102205,2026-01-11,Rep,Combination of factors
EV2244,HCP102447,2026-02-10,Email,Product affinity
EV2244,HCP100896,2026-02-04,Portal,Prior engagement
EV2244,HCP100725,2026-02-11,Email,Specialty match
EV2244,HCP102437,2026-02-13,Email,Specialty match
EV2244,HCP101806,2026-01-16,Rep,Geographic proximity
EV2244,HCP100979,2026-02-17,Email,Patient-volume threshold
EV2244,HCP100375,2026-02-15,Portal,Specialty match
EV2244,HCP100086,2026-01-22,Rep,Combination of factors
EV2244,HCP100829,2026-02-15,Rep,Specialty match
EV2244,HCP100793,2026-02-04,Email,Patient-volume threshold
EV2244,HCP100225,2026-01-12,Rep,Product affinity
EV2244,HCP100504,2026-01-20,Rep,Combination of factors
EV2244,HCP102343,2026-02-08,Email,Combination of factors
EV2244,HCP102150,2026-02-20,Email,Prior engagement
EV2244,HCP102173,2026-01-20,Rep,Specialty match
EV2244,HCP101907,2026-02-18,Email,Combination of factors
EV2244,HCP101772,2026-02-08,Email,Combination of factors
EV2244,HCP100165,2026-02-22,Email,Product affinity
EV2244,HCP100807,2026-02-07,Email,Patient-volume threshold
EV2244,HCP101172,2026-02-02,Email,Specialty match
EV2244,HCP101257,2026-01-26,Portal,Prior engagement
EV2244,HCP100921,2026-02-22,Email,Combination of factors
EV2244,HCP100308,2026-02-18,Email,Product affinity
EV2244,HCP101444,2026-02-11,Rep,Combination of factors
EV2244,HCP100306,2026-02-27,Email,Product affinity
EV2244,HCP100344,2026-01-29,Rep,Product affinity
EV2244,HCP101770,2026-02-16,Email,Product affinity
EV2244,HCP101738,2026-02-15,Email,Product affinity
EV2244,HCP102281,2026-02-12,Rep,Specialty match
EV2244,HCP100183,2026-01-11,Rep,Combination of factors
EV2244,HCP100058,2026-01-13,Rep,Product affinity
EV2244,HCP100542,2026-02-02,Email,Product affinity
EV2244,HCP100873,2026-02-14,Email,Product affinity
EV2244,HCP100492,2026-02-07,Email,Specialty match
EV2244,HCP102459,2026-02-15,Email,Combination of factors
EV2244,HCP101313,2026-02-11,Email,Specialty match
EV2244,HCP101570,2026-01-10,Rep,Specialty match
EV2244,HCP100060,2026-01-25,Portal,Prior engagement
EV2244,HCP100041,2026-02-17,Email,Specialty match
EV2244,HCP100282,2026-02-13,Portal,Product affinity
EV2244,HCP101072,2026-02-16,Rep,Product affinity
EV2244,HCP100613,2026-02-22,Email,Product affinity
EV2244,HCP101626,2026-02-14,Rep,Combination of factors
EV2244,HCP100003,2026-02-25,Phone,Combination of factors
EV2244,HCP101662,2026-02-08,Email,Product affinity
EV2244,HCP101659,2026-02-08,Email,Product affinity
EV2244,HCP100707,2026-02-24,Email,Combination of factors
EV2244,HCP100283,2026-02-19,Email,Product affinity
EV2244,HCP100550,2026-02-02,Rep,Product affinity
EV2244,HCP101413,2026-01-30,Portal,Combination of factors
EV2244,HCP100011,2026-02-06,Email,Combination of factors
EV2244,HCP101811,2026-02-04,Email,Product affinity
EV2244,HCP101243,2026-02-04,Email,Product affinity
EV2244,HCP101943,2026-03-02,Email,Product affinity
EV2244,HCP102318,2026-02-13,Portal,Combination of factors
EV2244,HCP100845,2026-02-20,Email,Patient-volume threshold
EV2244,HCP102111,2026-01-15,Rep,Product affinity
EV2244,HCP101836,2026-02-28,Email,Combination of factors
EV2244,HCP100057,2026-02-14,Email,Combination of factors
EV2244,HCP101177,2026-02-28,Email,Specialty match
EV2244,HCP100668,2026-01-25,Rep,Product affinity
EV2244,HCP101769,2026-02-19,Email,Product affinity
EV2244,HCP100585,2026-02-26,Email,Combination of factors
EV2244,HCP101632,2026-02-06,Email,Specialty match
EV2244,HCP102425,2026-02-17,Portal,Product affinity
EV2244,HCP102221,2026-02-02,Email,Prior engagement
EV2244,HCP100082,2026-03-01,Email,Combination of factors
EV2244,HCP101206,2026-02-15,Email,Combination of factors
EV2244,HCP102474,2026-02-14,Email,Product affinity
EV2244,HCP100146,2026-01-09,Rep,Combination of factors
EV2244,HCP101097,2026-01-19,Rep,Product affinity
EV2244,HCP100752,2026-02-02,Portal,Combination of factors
EV2244,HCP100371,2026-02-25,Email,Prior engagement
EV2244,HCP100172,2026-02-12,Phone,Combination of factors
EV2244,HCP101701,2026-02-15,Email,Product affinity
EV2244,HCP101075,2026-01-30,Portal,Product affinity
EV2244,HCP101975,2026-02-10,Rep,Patient-volume threshold
EV2244,HCP100173,2026-02-13,Phone,Combination of factors
EV2245,HCP101200,2026-03-07,Email,Product affinity
EV2245,HCP101311,2026-01-24,Rep,Combination of factors
EV2245,HCP100793,2026-02-23,Email,Patient-volume threshold
EV2245,HCP100798,2026-02-25,Email,Product affinity
EV2245,HCP102327,2026-02-17,Email,Specialty match
EV2245,HCP101551,2026-03-11,Phone,Combination of factors
EV2245,HCP102111,2026-01-20,Rep,Combination of factors
EV2245,HCP100206,2026-02-13,Email,Product affinity
EV2245,HCP102429,2026-01-15,Rep,Specialty match
EV2245,HCP101480,2026-02-16,Email,Specialty match
EV2245,HCP100850,2026-03-08,Phone,Product affinity
EV2245,HCP101276,2026-03-09,Email,Combination of factors
EV2245,HCP101040,2026-03-01,Email,Product affinity
EV2245,HCP101786,2026-03-05,Email,Product affinity
EV2245,HCP102176,2026-02-25,Phone,Specialty match
EV2245,HCP101605,2026-03-09,Phone,Combination of factors
EV2245,HCP101120,2026-02-15,Rep,Patient-volume threshold
EV2245,HCP100815,2026-01-28,Rep,Product affinity
EV2245,HCP100998,2026-02-09,Email,Specialty match
EV2245,HCP100817,2026-02-13,Rep,Combination of factors
EV2245,HCP100688,2026-02-14,Email,Product affinity
EV2245,HCP100266,2026-03-01,Email,Combination of factors
