hcp_id,product,n_observed,n_missing
HCP100858,ENDOSTAT,31,1
HCP100859,ENDOSTAT,31,1
HCP100859,NEUROVANT,31,1
HCP100859,ONCOLERA,31,1
HCP100860,CARDIVEX,32,0
HCP100860,ENDOSTAT,31,1
HCP100861,CARDIVEX,32,0
HCP100861,ENDOSTAT,30,2
HCP100861,NEUROVANT,31,1
HCP100861,ONCOLERA,29,3
HCP100862,CARDIVEX,30,2
HCP100862,ENDOSTAT,31,1
HCP100862,NEUROVANT,32,0
HCP100863,CARDIVEX,32,0
HCP100864,CARDIVEX,31,1
HCP100864,ENDOSTAT,32,0
HCP100865,CARDIVEX,32,0
HCP100865,ENDOSTAT,31,1
HCP100865,NEUROVANT,30,2
HCP100866,CARDIVEX,32,0
HCP100866,NEUROVANT,32,0
HCP100866,ONCOLERA,32,0
HCP100867,NEUROVANT,31,1
HCP100867,ONCOLERA,32,0
HCP100868,CARDIVEX,31,1
HCP100868,ENDOSTAT,30,2
HCP100868,ONCOLERA,31,1
HCP100869,NEUROVANT,31,1
HCP100870,CARDIVEX,32,0
HCP100870,NEUROVANT,32,0
HCP100870,ONCOLERA,31,1
HCP100871,ENDOSTAT,32,0
HCP100871,ONCOLERA,31,1
HCP100872,CARDIVEX,32,0
HCP100872,ENDOSTAT,31,1
HCP100872,NEUROVANT,32,0
HCP100873,ENDOSTAT,32,0
HCP100873,NEUROVANT,32,0
HCP100873,ONCOLERA,30,2
HCP100874,NEUROVANT,31,1
HCP100874,ONCOLERA,31,1
HCP100875,ENDOSTAT,30,2
HCP100875,NEUROVANT,31,1
HCP100876,ENDOSTAT,31,1
HCP100876,NEUROVANT,31,1
HCP100876,ONCOLERA,31,1
HCP100877,CARDIVEX,30,2
HCP100877,ENDOSTAT,31,1
HCP100877,NEUROVANT,32,0
HCP100878,ENDOSTAT,30,2
HCP100878,NEUROVANT,29,3
HCP100878,ONCOLERA,32,0
HCP100879,CARDIVEX,30,2
HCP100879,ENDOSTAT,32,0
HCP100879,NEUROVANT,32,0
HCP100880,ENDOSTAT,32,0
HCP100880,NEUROVANT,31,1
HCP100881,CARDIVEX,32,0
HCP100881,ENDOSTAT,31,1
HCP100881,NEUROVANT,31,1
HCP100882,CARDIVEX,32,0
HCP100882,ENDOSTAT,32,0
HCP100882,NEUROVANT,32,0
HCP100883,CARDIVEX,32,0
HCP100883,ENDOSTAT,32,0
HCP100883,NEUROVANT,30,2
HCP100884,ENDOSTAT,32,0
HCP100884,NEUROVANT,30,2
HCP100884,ONCOLERA,32,0
HCP100885,CARDIVEX,31,1
HCP100885,ENDOSTAT,28,4
HCP100885,NEUROVANT,30,2
HCP100885,ONCOLERA,32,0
HCP100886,ENDOSTAT,32,0
HCP100887,CARDIVEX,32,0
HCP100887,ENDOSTAT,29,3
HCP100887,NEUROVANT,32,0
HCP100888,CARDIVEX,32,0
HCP100888,ENDOSTAT,32,0
HCP100889,ENDOSTAT,32,0
HCP100889,NEUROVANT,32,0
HCP100889,ONCOLERA,30,2
HCP100890,ENDOSTAT,32,0
HCP100890,ONCOLERA,31,1
HCP100891,ENDOSTAT,30,2
HCP100891,NEUROVANT,31,1
HCP100892,CARDIVEX,32,0
HCP100892,ENDOSTAT,31,1
HCP100893,ENDOSTAT,31,1
HCP100893,ONCOLERA,30,2
HCP100894,CARDIVEX,31,1
HCP100894,ENDOSTAT,30,2
HCP100894,NEUROVANT,31,1
HCP100894,ONCOLERA,29,3
HCP100895,CARDIVEX,32,0
HCP100895,ENDOSTAT,32,0
HCP100895,NEUROVANT,31,1
HCP100895,ONCOLERA,29,3
HCP100896,CARDIVEX,32,0
HCP100896,ENDOSTAT,32,0
HCP100896,NEUROVANT,31,1
HCP100896,ONCOLERA,30,2
HCP100897,CARDIVEX,32,0
HCP100897,ENDOSTAT,32,0
HCP100897,NEUROVANT,31,1
HCP100897,ONCOLERA,32,0
HCP100898,ENDOSTAT,31,1
HCP100898,NEUROVANT,31,1
HCP100899,CARDIVEX,32,0
HCP100899,ENDOSTAT,32,0
HCP100900,CARDIVEX,32,0
HCP100900,NEUROVANT,32,0
HCP100901,ONCOLERA,32,0
HCP100902,CARDIVEX,31,1
HCP100902,ENDOSTAT,32,0
HCP100902,NEUROVANT,30,2
HCP100903,ENDOSTAT,32,0
HCP100903,NEUROVANT,32,0
HCP100904,CARDIVEX,32,0
HCP100904,ENDOSTAT,32,0
HCP100905,CARDIVEX,32,0
HCP100905,NEUROVANT,32,0
HCP100905,ONCOLERA,31,1
HCP100906,CARDIVEX,32,0
HCP100906,ENDOSTAT,31,1
HCP100906,NEUROVANT,32,0
HCP100907,CARDIVEX,32,0
HCP100907,ENDOSTAT,31,1
HCP100907,NEUROVANT,30,2
HCP100907,ONCOLERA,31,1
HCP100908,CARDIVEX,32,0
HCP100908,ENDOSTAT,32,0
HCP100908,ONCOLERA,32,0
HCP100909,CARDIVEX,31,1
HCP100909,ENDOSTAT,32,0
HCP100909,NEUROVANT,32,0
HCP100910,NEUROVANT,32,0
HCP100911,CARDIVEX,31,1
HCP100911,ENDOSTAT,31,1
HCP100911,NEUROVANT,32,0
HCP100911,ONCOLERA,32,0
HCP100912,CARDIVEX,32,0
HCP100912,ONCOLERA,29,3
HCP100913,CARDIVEX,30,2
HCP100913,ENDOSTAT,32,0
HCP100913,NEUROVANT,31,1
HCP100914,CARDIVEX,30,2
HCP100914,ENDOSTAT,31,1
HCP100915,CARDIVEX,32,0
HCP100915,NEUROVANT,32,0
HCP100916,ENDOSTAT,31,1
HCP100916,ONCOLERA,30,2
HCP100917,CARDIVEX,31,1
HCP100917,ENDOSTAT,31,1
HCP100918,NEUROVANT,30,2
HCP100919,CARDIVEX,31,1
HCP100919,NEUROVANT,31,1
HCP100920,CARDIVEX,30,2
HCP100920,ENDOSTAT,32,0
HCP100920,NEUROVANT,32,0
HCP100920,ONCOLERA,30,2
HCP100921,CARDIVEX,31,1
HCP100921,ENDOSTAT,31,1
HCP100921,NEUROVANT,31,1
HCP100921,ONCOLERA,32,0
HCP100922,CARDIVEX,31,1
HCP100922,ENDOSTAT,32,0
HCP100922,NEUROVANT,31,1
HCP100923,CARDIVEX,32,0
HCP100923,ENDOSTAT,30,2
HCP100923,NEUROVANT,32,0
HCP100923,ONCOLERA,31,1
HCP100924,NEUROVANT,30,2
HCP100924,ONCOLERA,32,0
HCP100925,NEUROVANT,32,0
HCP100926,CARDIVEX,31,1
HCP100926,ENDOSTAT,32,0
HCP100926,NEUROVANT,31,1
HCP100927,ONCOLERA,32,0
HCP100928,NEUROVANT,31,1
HCP100928,ONCOLERA,29,3
HCP100929,CARDIVEX,32,0
HCP100929,ENDOSTAT,32,0
HCP100929,ONCOLERA,31,1
HCP100930,CARDIVEX,32,0
HCP100930,ENDOSTAT,30,2
HCP100931,CARDIVEX,29,3
HCP100931,ENDOSTAT,32,0
HCP100932,NEUROVANT,31,1
HCP100932,ONCOLERA,32,0
HCP100933,NEUROVANT,32,0
HCP100933,ONCOLERA,29,3
HCP100934,CARDIVEX,31,1
HCP100934,ENDOSTAT,31,1
HCP100934,ONCOLERA,32,0
HCP100935,CARDIVEX,32,0
HCP100935,ENDOSTAT,32,0
HCP100935,NEUROVANT,29,3
HCP100936,CARDIVEX,31,1
HCP100936,ENDOSTAT,31,1
HCP100936,NEUROVANT,30,2
HCP100937,CARDIVEX,31,1
HCP100937,ENDOSTAT,32,0
HCP100938,CARDIVEX,32,0
HCP100938,ONCOLERA,32,0
HCP100939,CARDIVEX,30,2
HCP100939,ENDOSTAT,30,2
HCP100939,NEUROVANT,32,0
HCP100940,CARDIVEX,32,0
HCP100940,ENDOSTAT,32,0
HCP100940,NEUROVANT,31,1
HCP100941,CARDIVEX,29,3
HCP100941,ENDOSTAT,32,0
HCP100941,NEUROVANT,31,1
HCP100941,ONCOLERA,32,0
HCP100942,ENDOSTAT,31,1
HCP100942,ONCOLERA,29,3
HCP100943,CARDIVEX,32,0
HCP100943,ENDOSTAT,32,0
HCP100943,NEUROVANT,32,0
HCP100944,CARDIVEX,32,0
HCP100944,ENDOSTAT,32,0
HCP100944,NEUROVANT,31,1
HCP100945,CARDIVEX,31,1
HCP100945,NEUROVANT,30,2
HCP100946,ENDOSTAT,31,1
HCP100946,NEUROVANT,32,0
HCP100947,CARDIVEX,31,1
HCP100947,ENDOSTAT,31,1
HCP100947,ONCOLERA,32,0
HCP100948,CARDIVEX,31,1
HCP100948,ENDOSTAT,31,1
HCP100948,NEUROVANT,32,0
HCP100948,ONCOLERA,32,0
HCP100949,CARDIVEX,32,0
HCP100949,ENDOSTAT,31,1
HCP100949,NEUROVANT,32,0
HCP100950,CARDIVEX,32,0
HCP100950,ENDOSTAT,32,0
HCP100951,ENDOSTAT,31,1
HCP100951,NEUROVANT,31,1
HCP100951,ONCOLERA,30,2
HCP100952,NEUROVANT,32,0
HCP100953,CARDIVEX,32,0
HCP100953,ENDOSTAT,32,0
HCP100953,NEUROVANT,31,1
HCP100954,CARDIVEX,31,1
HCP100954,ENDOSTAT,32,0
HCP100954,ONCOLERA,31,1
HCP100955,CARDIVEX,31,1
HCP100955,ENDOSTAT,32,0
HCP100955,NEUROVANT,32,0
HCP100956,NEUROVANT,32,0
HCP100957,CARDIVEX,32,0
HCP100957,ENDOSTAT,30,2
HCP100957,NEUROVANT,32,0
HCP100958,CARDIVEX,32,0
HCP100958,ENDOSTAT,30,2
HCP100958,NEUROVANT,32,0
HCP100959,CARDIVEX,32,0
HCP100959,NEUROVANT,30,2
HCP100960,CARDIVEX,31,1
HCP100960,ENDOSTAT,29,3
HCP100961,CARDIVEX,31,1
HCP100961,ENDOSTAT,31,1
HCP100961,NEUROVANT,32,0
HCP100961,ONCOLERA,31,1
HCP100962,CARDIVEX,32,0
HCP100962,ENDOSTAT,32,0
HCP100962,NEUROVANT,32,0
HCP100963,CARDIVEX,32,0
HCP100963,ENDOSTAT,30,2
HCP100964,CARDIVEX,32,0
HCP100964,NEUROVANT,31,1
HCP100964,ONCOLERA,31,1
HCP100965,CARDIVEX,32,0
HCP100965,ENDOSTAT,31,1
HCP100965,NEUROVANT,30,2
HCP100966,CARDIVEX,30,2
HCP100966,ENDOSTAT,30,2
HCP100966,NEUROVANT,31,1
HCP100966,ONCOLERA,32,0
HCP100967,CARDIVEX,32,0
HCP100967,ENDOSTAT,31,1
HCP100967,NEUROVANT,31,1
HCP100968,CARDIVEX,31,1
HCP100968,ENDOSTAT,31,1
HCP100968,NEUROVANT,31,1
HCP100968,ONCOLERA,32,0
HCP100969,CARDIVEX,31,1
HCP100969,ENDOSTAT,32,0
HCP100969,NEUROVANT,32,0
HCP100970,CARDIVEX,31,1
HCP100970,ENDOSTAT,30,2
HCP100970,NEUROVANT,32,0
HCP100971,CARDIVEX,32,0
HCP100971,NEUROVANT,29,3
HCP100972,CARDIVEX,30,2
HCP100972,ENDOSTAT,31,1
HCP100972,ONCOLERA,28,4
HCP100973,CARDIVEX,32,0
HCP100973,ENDOSTAT,30,2
HCP100973,NEUROVANT,32,0
HCP100973,ONCOLERA,31,1
HCP100974,CARDIVEX,30,2
HCP100974,ENDOSTAT,32,0
HCP100974,NEUROVANT,31,1
HCP100974,ONCOLERA,30,2
HCP100975,CARDIVEX,31,1
HCP100975,ENDOSTAT,32,0
HCP100975,NEUROVANT,32,0
HCP100975,ONCOLERA,32,0
HCP100976,CARDIVEX,32,0
HCP100976,ENDOSTAT,31,1
HCP100977,CARDIVEX,32,0
HCP100977,ENDOSTAT,30,2
HCP100977,NEUROVANT,31,1
HCP100978,CARDIVEX,32,0
HCP100978,ENDOSTAT,31,1
HCP100978,NEUROVANT,30,2
HCP100978,ONCOLERA,31,1
HCP100979,CARDIVEX,30,2
HCP100979,ENDOSTAT,32,0
HCP100979,ONCOLERA,32,0
HCP100980,ENDOSTAT,31,1
HCP100980,NEUROVANT,32,0
HCP100980,ONCOLERA,32,0
HCP100981,CARDIVEX,32,0
HCP100981,ENDOSTAT,32,0
HCP100981,NEUROVANT,31,1
HCP100981,ONCOLERA,32,0
HCP100982,ENDOSTAT,32,0
HCP100983,CARDIVEX,31,1
HCP100983,ENDOSTAT,32,0
HCP100983,NEUROVANT,30,2
HCP100983,ONCOLERA,31,1
HCP100984,CARDIVEX,31,1
HCP100984,NEUROVANT,31,1
HCP100984,ONCOLERA,32,0
HCP100985,CARDIVEX,30,2
HCP100985,ENDOSTAT,31,1
HCP100985,NEUROVANT,29,3
HCP100986,CARDIVEX,30,2
HCP100986,ENDOSTAT,31,1
HCP100986,NEUROVANT,31,1
HCP100987,ENDOSTAT,29,3
HCP100987,NEUROVANT,31,1
HCP100988,NEUROVANT,31,1
HCP100988,ONCOLERA,31,1
HCP100989,ONCOLERA,31,1
HCP100990,CARDIVEX,32,0
HCP100990,ENDOSTAT,32,0
HCP100991,ENDOSTAT,32,0
HCP100991,ONCOLERA,32,0
HCP100992,CARDIVEX,31,1
HCP100992,ENDOSTAT,31,1
HCP100992,NEUROVANT,31,1
HCP100992,ONCOLERA,32,0
HCP100993,ENDOSTAT,32,0
HCP100993,ONCOLERA,31,1
HCP100994,CARDIVEX,32,0
HCP100994,ENDOSTAT,32,0
HCP100995,CARDIVEX,32,0
HCP100995,ENDOSTAT,31,1
HCP100995,NEUROVANT,32,0
HCP100996,CARDIVEX,31,1
HCP100997,NEUROVANT,31,1
HCP100997,ONCOLERA,32,0
HCP100998,CARDIVEX,31,1
HCP100998,ENDOSTAT,31,1
HCP100998,NEUROVANT,32,0
HCP100999,CARDIVEX,30,2
HCP100999,ENDOSTAT,31,1
HCP100999,NEUROVANT,31,1
HCP100999,ONCOLERA,32,0
HCP101000,CARDIVEX,31,1
HCP101000,ENDOSTAT,31,1
HCP101000,NEUROVANT,32,0
HCP101001,NEUROVANT,31,1
HCP101002,CARDIVEX,32,0
HCP101002,ENDOSTAT,32,0
HCP101002,NEUROVANT,32,0
HCP101003,CARDIVEX,31,1
HCP101003,ENDOSTAT,31,1
HCP101003,NEUROVANT,32,0
HCP101003,ONCOLERA,31,1
HCP101004,CARDIVEX,31,1
HCP101004,ENDOSTAT,31,1
HCP101005,ENDOSTAT,32,0
HCP101005,ONCOLERA,32,0
HCP101006,CARDIVEX,31,1
HCP101006,ENDOSTAT,31,1
HCP101007,CARDIVEX,32,0
HCP101007,ENDOSTAT,32,0
HCP101007,NEUROVANT,30,2
HCP101008,CARDIVEX,29,3
HCP101008,ENDOSTAT,30,2
HCP101009,CARDIVEX,29,3
HCP101009,ENDOSTAT,32,0
HCP101009,NEUROVANT,31,1
HCP101009,ONCOLERA,32,0
HCP101010,CARDIVEX,30,2
HCP101010,ENDOSTAT,30,2
HCP101010,NEUROVANT,31,1
HCP101011,ONCOLERA,31,1
HCP101012,ENDOSTAT,31,1
HCP101012,NEUROVANT,31,1
HCP101013,NEUROVANT,32,0
HCP101014,CARDIVEX,32,0
HCP101014,ENDOSTAT,30,2
HCP101014,NEUROVANT,32,0
HCP101014,ONCOLERA,31,1
HCP101015,CARDIVEX,31,1
HCP101015,ENDOSTAT,29,3
HCP101015,NEUROVANT,32,0
HCP101015,ONCOLERA,32,0
HCP101016,NEUROVANT,32,0
HCP101016,ONCOLERA,32,0
HCP101017,CARDIVEX,31,1
HCP101017,ENDOSTAT,30,2
HCP101017,NEUROVANT,32,0
HCP101017,ONCOLERA,32,0
HCP101018,CARDIVEX,29,3
HCP101018,NEUROVANT,30,2
HCP101019,NEUROVANT,30,2
HCP101020,NEUROVANT,31,1
HCP101021,ENDOSTAT,31,1
HCP101021,NEUROVANT,31,1
HCP101021,ONCOLERA,30,2
HCP101022,CARDIVEX,32,0
HCP101022,ENDOSTAT,32,0
HCP101022,NEUROVANT,32,0
HCP101023,CARDIVEX,32,0
HCP101023,ENDOSTAT,30,2
HCP101023,NEUROVANT,32,0
HCP101023,ONCOLERA,31,1
HCP101024,CARDIVEX,32,0
HCP101024,ENDOSTAT,31,1
HCP101024,NEUROVANT,31,1
HCP101025,CARDIVEX,30,2
HCP101025,ENDOSTAT,32,0
HCP101026,CARDIVEX,30,2
HCP101026,NEUROVANT,31,1
HCP101026,ONCOLERA,32,0
HCP101027,CARDIVEX,32,0
HCP101027,ENDOSTAT,31,1
HCP101027,ONCOLERA,31,1
HCP101028,CARDIVEX,31,1
HCP101028,ENDOSTAT,32,0
HCP101028,NEUROVANT,32,0
HCP101029,ENDOSTAT,31,1
HCP101029,ONCOLERA,32,0
HCP101030,CARDIVEX,30,2
HCP101030,ENDOSTAT,31,1
HCP101030,NEUROVANT,32,0
HCP101030,ONCOLERA,32,0
HCP101031,ENDOSTAT,30,2
HCP101031,NEUROVANT,31,1
HCP101031,ONCOLERA,29,3
HCP101032,ENDOSTAT,31,1
HCP101032,NEUROVANT,29,3
HCP101032,ONCOLERA,31,1
HCP101033,CARDIVEX,32,0
HCP101033,ENDOSTAT,31,1
HCP101033,NEUROVANT,32,0
HCP101034,CARDIVEX,31,1
HCP101034,ENDOSTAT,32,0
HCP101034,NEUROVANT,30,2
HCP101035,CARDIVEX,31,1
HCP101035,ENDOSTAT,32,0
HCP101035,NEUROVANT,32,0
HCP101036,CARDIVEX,32,0
HCP101036,ENDOSTAT,32,0
HCP101036,NEUROVANT,30,2
HCP101037,CARDIVEX,32,0
HCP101037,ENDOSTAT,30,2
HCP101038,CARDIVEX,31,1
HCP101038,ENDOSTAT,32,0
HCP101038,NEUROVANT,32,0
HCP101039,CARDIVEX,30,2
HCP101039,ENDOSTAT,32,0
HCP101040,CARDIVEX,31,1
HCP101040,ENDOSTAT,31,1
HCP101040,NEUROVANT,31,1
HCP101041,NEUROVANT,32,0
HCP101041,ONCOLERA,31,1
HCP101042,ENDOSTAT,31,1
HCP101042,ONCOLERA,31,1
HCP101043,CARDIVEX,31,1
HCP101043,ENDOSTAT,32,0
HCP101043,NEUROVANT,31,1
HCP101044,CARDIVEX,32,0
HCP101044,ENDOSTAT,32,0
HCP101045,CARDIVEX,31,1
HCP101045,ENDOSTAT,31,1
HCP101046,CARDIVEX,32,0
HCP101046,ENDOSTAT,29,3
HCP101047,ENDOSTAT,31,1
HCP101047,ONCOLERA,31,1
HCP101048,CARDIVEX,31,1
HCP101048,ENDOSTAT,32,0
HCP101048,NEUROVANT,30,2
HCP101048,ONCOLERA,29,3
HCP101049,CARDIVEX,31,1
HCP101049,ENDOSTAT,31,1
HCP101049,NEUROVANT,31,1
HCP101050,CARDIVEX,26,6
HCP101050,ENDOSTAT,27,5
HCP101050,NEUROVANT,26,6
HCP101051,NEUROVANT,32,0
HCP101052,CARDIVEX,23,9
HCP101052,ENDOSTAT,22,10
HCP101053,CARDIVEX,31,1
HCP101053,ENDOSTAT,32,0
HCP101054,CARDIVEX,31,1
HCP101054,ENDOSTAT,31,1
HCP101054,NEUROVANT,31,1
HCP101055,ENDOSTAT,30,2
HCP101055,ONCOLERA,30,2
HCP101056,CARDIVEX,31,1
HCP101056,ENDOSTAT,31,1
HCP101056,NEUROVANT,30,2
HCP101057,CARDIVEX,32,0
HCP101057,NEUROVANT,31,1
HCP101057,ONCOLERA,31,1
HCP101058,CARDIVEX,31,1
HCP101058,ENDOSTAT,32,0
HCP101058,NEUROVANT,32,0
HCP101059,CARDIVEX,29,3
HCP101059,ENDOSTAT,32,0
HCP101059,NEUROVANT,30,2
HCP101060,CARDIVEX,31,1
HCP101060,ENDOSTAT,31,1
HCP101060,NEUROVANT,32,0
HCP101061,NEUROVANT,30,2
HCP101061,ONCOLERA,32,0
HCP101062,CARDIVEX,32,0
HCP101062,ENDOSTAT,30,2
HCP101062,NEUROVANT,31,1
HCP101063,CARDIVEX,30,2
HCP101063,ENDOSTAT,32,0
HCP101063,NEUROVANT,31,1
HCP101063,ONCOLERA,32,0
HCP101064,ENDOSTAT,30,2
HCP101064,ONCOLERA,30,2
HCP101065,CARDIVEX,32,0
HCP101065,NEUROVANT,32,0
HCP101066,CARDIVEX,30,2
HCP101066,ENDOSTAT,32,0
HCP101066,NEUROVANT,32,0
HCP101067,CARDIVEX,31,1
HCP101067,ENDOSTAT,32,0
HCP101067,NEUROVANT,31,1
HCP101068,ENDOSTAT,30,2
HCP101068,NEUROVANT,32,0
HCP101069,CARDIVEX,32,0
HCP101069,ENDOSTAT,32,0
HCP101069,NEUROVANT,29,3
HCP101070,CARDIVEX,32,0
HCP101070,ENDOSTAT,32,0
HCP101070,NEUROVANT,32,0
HCP101071,CARDIVEX,22,10
HCP101071,NEUROVANT,23,9
HCP101071,ONCOLERA,22,10
HCP101072,CARDIVEX,32,0
HCP101072,ONCOLERA,32,0
HCP101073,ENDOSTAT,32,0
HCP101073,NEUROVANT,30,2
HCP101073,ONCOLERA,30,2
HCP101074,NEUROVANT,32,0
HCP101074,ONCOLERA,31,1
HCP101075,ENDOSTAT,26,6
HCP101075,ONCOLERA,24,8
HCP101076,CARDIVEX,32,0
HCP101076,ENDOSTAT,30,2
HCP101077,ONCOLERA,32,0
HCP101078,CARDIVEX,31,1
HCP101078,ENDOSTAT,31,1
HCP101078,NEUROVANT,31,1
HCP101079,CARDIVEX,30,2
HCP101079,ENDOSTAT,32,0
HCP101079,ONCOLERA,31,1
HCP101080,ENDOSTAT,30,2
HCP101080,NEUROVANT,32,0
HCP101080,ONCOLERA,31,1
HCP101081,CARDIVEX,31,1
HCP101081,ENDOSTAT,32,0
HCP101081,NEUROVANT,30,2
HCP101081,ONCOLERA,31,1
HCP101082,CARDIVEX,32,0
HCP101082,ENDOSTAT,32,0
HCP101083,CARDIVEX,30,2
HCP101083,ENDOSTAT,31,1
HCP101084,ENDOSTAT,29,3
HCP101084,ONCOLERA,32,0
HCP101085,CARDIVEX,31,1
HCP101085,ENDOSTAT,32,0
HCP101085,NEUROVANT,32,0
HCP101085,ONCOLERA,32,0
HCP101086,ENDOSTAT,32,0
HCP101086,NEUROVANT,30,2
HCP101086,ONCOLERA,32,0
HCP101087,CARDIVEX,30,2
HCP101087,ENDOSTAT,30,2
HCP101088,CARDIVEX,31,1
HCP101088,ENDOSTAT,32,0
HCP101088,NEUROVANT,31,1
HCP101088,ONCOLERA,30,2
HCP101089,CARDIVEX,32,0
HCP101089,ENDOSTAT,31,1
HCP101089,NEUROVANT,31,1
HCP101089,ONCOLERA,30,2
HCP101090,CARDIVEX,32,0
HCP101090,ENDOSTAT,30,2
HCP101090,NEUROVANT,32,0
HCP101091,ENDOSTAT,31,1
HCP101091,NEUROVANT,32,0
HCP101091,ONCOLERA,32,0
HCP101092,ENDOSTAT,31,1
HCP101092,NEUROVANT,31,1
HCP101092,ONCOLERA,32,0
HCP101093,CARDIVEX,30,2
HCP101093,ENDOSTAT,31,1
HCP101093,NEUROVANT,31,1
HCP101094,CARDIVEX,31,1
HCP101094,ENDOSTAT,30,2
HCP101095,CARDIVEX,31,1
HCP101095,ENDOSTAT,31,1
HCP101096,CARDIVEX,32,0
HCP101096,NEUROVANT,30,2
HCP101096,ONCOLERA,30,2
HCP101097,NEUROVANT,32,0
HCP101097,ONCOLERA,32,0
HCP101098,CARDIVEX,32,0
HCP101098,NEUROVANT,28,4
HCP101099,NEUROVANT,32,0
HCP101099,ONCOLERA,31,1
HCP101100,CARDIVEX,32,0
HCP101100,ONCOLERA,31,1
HCP101101,NEUROVANT,32,0
HCP101101,ONCOLERA,32,0
HCP101102,CARDIVEX,30,2
HCP101102,ENDOSTAT,32,0
HCP101102,NEUROVANT,32,0
HCP101102,ONCOLERA,30,2
HCP101103,ENDOSTAT,32,0
HCP101103,ONCOLERA,32,0
HCP101104,CARDIVEX,23,9
HCP101104,NEUROVANT,23,9
HCP101105,CARDIVEX,31,1
HCP101105,ENDOSTAT,31,1
HCP101105,NEUROVANT,32,0
HCP101105,ONCOLERA,32,0
HCP101106,NEUROVANT,31,1
HCP101106,ONCOLERA,31,1
HCP101107,ENDOSTAT,31,1
HCP101107,NEUROVANT,29,3
HCP101107,ONCOLERA,29,3
HCP101108,CARDIVEX,31,1
HCP101108,ENDOSTAT,32,0
HCP101108,NEUROVANT,29,3
HCP101109,CARDIVEX,31,1
HCP101109,ENDOSTAT,31,1
HCP101110,ENDOSTAT,32,0
HCP101110,ONCOLERA,32,0
HCP101111,ENDOSTAT,32,0
HCP101111,NEUROVANT,32,0
HCP101111,ONCOLERA,32,0
HCP101112,CARDIVEX,31,1
HCP101112,ENDOSTAT,32,0
HCP101112,NEUROVANT,31,1
HCP101113,CARDIVEX,32,0
HCP101114,ENDOSTAT,32,0
HCP101114,NEUROVANT,31,1
HCP101115,ENDOSTAT,30,2
HCP101115,NEUROVANT,32,0
HCP101115,ONCOLERA,32,0
HCP101116,CARDIVEX,31,1
HCP101116,ENDOSTAT,32,0
HCP101116,NEUROVANT,30,2
HCP101117,CARDIVEX,30,2
HCP101117,ENDOSTAT,31,1
HCP101117,NEUROVANT,31,1
HCP101118,CARDIVEX,32,0
HCP101118,ENDOSTAT,31,1
HCP101119,CARDIVEX,31,1
HCP101119,ENDOSTAT,32,0
HCP101119,NEUROVANT,31,1
HCP101119,ONCOLERA,32,0
HCP101120,CARDIVEX,31,1
HCP101120,ENDOSTAT,32,0
HCP101120,NEUROVANT,30,2
HCP101120,ONCOLERA,31,1
HCP101121,CARDIVEX,31,1
HCP101121,ENDOSTAT,32,0
HCP101122,CARDIVEX,29,3
HCP101122,ENDOSTAT,31,1
HCP101122,NEUROVANT,32,0
HCP101123,ENDOSTAT,32,0
HCP101123,ONCOLERA,32,0
HCP101124,CARDIVEX,32,0
HCP101124,ENDOSTAT,31,1
HCP101124,NEUROVANT,31,1
HCP101125,CARDIVEX,31,1
HCP101125,ENDOSTAT,30,2
HCP101125,NEUROVANT,32,0
HCP101126,CARDIVEX,31,1
HCP101126,ENDOSTAT,31,1
HCP101126,ONCOLERA,31,1
HCP101127,CARDIVEX,31,1
HCP101127,NEUROVANT,31,1
HCP101127,ONCOLERA,32,0
HCP101128,CARDIVEX,31,1
HCP101128,ENDOSTAT,31,1
HCP101129,CARDIVEX,31,1
HCP101129,ENDOSTAT,32,0
HCP101130,CARDIVEX,30,2
HCP101130,ENDOSTAT,30,2
HCP101130,NEUROVANT,30,2
HCP101130,ONCOLERA,31,1
HCP101131,ENDOSTAT,32,0
HCP101132,CARDIVEX,31,1
HCP101132,ENDOSTAT,31,1
HCP101132,NEUROVANT,31,1
HCP101133,CARDIVEX,31,1
HCP101133,ENDOSTAT,32,0
HCP101134,CARDIVEX,30,2
HCP101134,ENDOSTAT,30,2
HCP101134,NEUROVANT,32,0
HCP101135,NEUROVANT,32,0
HCP101135,ONCOLERA,31,1
HCP101136,CARDIVEX,32,0
HCP101136,ENDOSTAT,31,1
HCP101136,ONCOLERA,32,0
HCP101137,CARDIVEX,32,0
HCP101137,ENDOSTAT,32,0
HCP101137,ONCOLERA,31,1
HCP101138,NEUROVANT,31,1
HCP101138,ONCOLERA,31,1
HCP101139,ENDOSTAT,24,8
HCP101139,NEUROVANT,25,7
HCP101140,CARDIVEX,32,0
HCP101140,ENDOSTAT,31,1
HCP101141,CARDIVEX,32,0
HCP101141,ENDOSTAT,30,2
HCP101141,NEUROVANT,30,2
HCP101141,ONCOLERA,32,0
HCP101142,ENDOSTAT,32,0
HCP101143,CARDIVEX,32,0
HCP101143,NEUROVANT,31,1
HCP101143,ONCOLERA,32,0
HCP101144,CARDIVEX,32,0
HCP101144,NEUROVANT,32,0
HCP101145,CARDIVEX,30,2
HCP101145,ENDOSTAT,31,1
HCP101145,NEUROVANT,31,1
HCP101146,CARDIVEX,32,0
HCP101146,ENDOSTAT,32,0
HCP101146,NEUROVANT,32,0
HCP101147,CARDIVEX,32,0
HCP101147,ENDOSTAT,30,2
HCP101147,NEUROVANT,32,0
HCP101148,CARDIVEX,31,1
HCP101148,ENDOSTAT,31,1
