hcp_id,specialty,region,segment,active_flag
HCP102015,Gastroenterology,Northeast,Low,1
HCP102016,Primary Care,Southwest,Low,1
HCP102017,Psychiatry,Southwest,Medium,1
HCP102018,Cardiology,Southeast,Low,1
HCP102019,Dermatology,Mountain,Low,0
HCP102020,Primary Care,West,Medium,1
HCP102021,Primary Care,Mountain,High,1
HCP102022,Cardiology,West,Medium,1
HCP102023,Dermatology,West,Medium,1
HCP102024,Endocrinology,Pacific Northwest,Medium,1
HCP102025,Psychiatry,Southeast,Medium,1
HCP102026,Cardiology,Northeast,Low,1
HCP102027,Cardiology,Northeast,Medium,0
HCP102028,Oncology,Midwest,Medium,1
HCP102030,Psychiatry,Northeast,Medium,1
HCP102031,Primary Care,Southeast,Medium,1
HCP102033,Gastroenterology,Midwest,High,1
HCP102034,Primary Care,Midwest,Medium,1
HCP102035,Oncology,Midwest,Low,1
HCP102036,Gastroenterology,Southeast,Medium,1
HCP102037,Oncology,Southwest,High,1
HCP102038,Primary Care,West,Medium,1
HCP102039,Primary Care,Northeast,Low,1
HCP102040,Dermatology,Southeast,Medium,1
HCP102041,Endocrinology,Southeast,Low,1
HCP102042,Oncology,West,Medium,1
HCP102043,Neurology,Mountain,High,1
HCP102044,Gastroenterology,Midwest,Low,1
HCP102045,Endocrinology,Northeast,Low,1
HCP102046,Cardiology,West,Low,0
HCP102047,Cardiology,Northeast,Low,1
HCP102048,Neurology,Midwest,High,1
HCP102049,Primary Care,Northeast,Medium,1
HCP102050,Psychiatry,Pacific Northwest,Low,1
HCP102051,Primary Care,Midwest,High,1
HCP102052,Primary Care,Northeast,High,1
HCP102053,Primary Care,Southeast,Medium,1
HCP102054,Dermatology,Pacific Northwest,Medium,1
HCP102055,Cardiology,Southeast,High,1
HCP102056,Psychiatry,West,Low,1
HCP102057,Endocrinology,Southeast,Low,1
HCP102058,Psychiatry,Southeast,Low,1
HCP102059,Cardiology,Pacific Northwest,Low,1
HCP102060,Primary Care,Southeast,High,1
HCP102061,Primary Care,Midwest,High,1
HCP102062,Cardiology,Northeast,Medium,0
HCP102063,Endocrinology,West,Low,0
HCP102064,Primary Care,Midwest,Low,1
HCP102065,Oncology,Pacific Northwest,Low,1
HCP102066,Gastroenterology,Southwest,Low,1
HCP102067,Endocrinology,Southeast,Medium,1
HCP102068,Gastroenterology,Southeast,High,1
HCP102069,Psychiatry,Northeast,Low,0
HCP102070,Primary Care,Mountain,Low,1
HCP102071,Cardiology,Midwest,Low,1
HCP102072,Cardiology,Northeast,High,1
HCP102074,Oncology,Mountain,High,1
HCP102075,Cardiology,Midwest,Medium,1
HCP102076,Dermatology,Midwest,Low,1
HCP102077,Primary Care,Mountain,High,1
HCP102078,Oncology,West,Low,1
HCP102079,Psychiatry,Mountain,Medium,1
HCP102080,Dermatology,Southeast,Low,1
HCP102081,Cardiology,Midwest,Medium,1
HCP102082,Primary Care,Southeast,Low,0
HCP102083,Psychiatry,Northeast,Medium,1
HCP102084,Oncology,Mountain,Medium,1
HCP102085,Cardiology,Northeast,Medium,1
HCP102086,Dermatology,Southeast,Low,1
HCP102087,Cardiology,Midwest,Low,1
HCP102088,Endocrinology,West,Medium,1
HCP102089,Neurology,Northeast,Low,1
HCP102090,Primary Care,Northeast,Low,1
HCP102091,Psychiatry,Southeast,Low,1
HCP102092,Primary Care,Northeast,Low,1
HCP102093,Cardiology,Northeast,Low,1
HCP102094,Endocrinology,Midwest,Medium,1
HCP102095,Oncology,Southeast,Medium,1
HCP102096,Cardiology,Northeast,Medium,1
HCP102097,Endocrinology,Pacific Northwest,High,1
HCP102098,Gastroenterology,Northeast,Low,1
HCP102099,Endocrinology,Midwest,Low,1
HCP102100,Primary Care,Northeast,Medium,1
HCP102101,Oncology,Mountain,Low,1
HCP102102,Cardiology,Midwest,High,1
HCP102103,Psychiatry,West,Medium,1
HCP102104,Primary Care,Southeast,High,1
HCP102105,Neurology,Northeast,Low,0
HCP102106,Primary Care,Southeast,Low,1
HCP102107,Oncology,Southeast,Medium,1
HCP102108,Primary Care,Pacific Northwest,Medium,1
HCP102109,Primary Care,Southeast,Low,1
HCP102110,Neurology,Mountain,High,1
HCP102111,Gastroenterology,Southwest,High,1
HCP102112,Dermatology,Midwest,Medium,1
HCP102113,Primary Care,Southeast,Low,1
HCP102114,Neurology,Pacific Northwest,Medium,1
HCP102115,Oncology,Northeast,Medium,1
HCP102116,Oncology,Southwest,Low,1
HCP102117,Oncology,Midwest,Low,0
HCP102118,Psychiatry,Midwest,Low,1
HCP102119,Primary Care,West,Low,1
HCP102121,Endocrinology,Southeast,Low,1
HCP102122,Cardiology,Mountain,Low,1
HCP102123,Neurology,Northeast,Low,1
HCP102124,Primary Care,Midwest,Medium,1
HCP102125,Primary Care,Midwest,High,1
HCP102126,Oncology,Southwest,Low,1
HCP102127,Cardiology,Pacific Northwest,Low,1
HCP102128,Gastroenterology,Northeast,Medium,1
HCP102129,Primary Care,Northeast,Low,1
HCP102130,Gastroenterology,Mountain,High,1
HCP102131,Endocrinology,Southeast,Medium,1
HCP102132,Primary Care,West,High,1
HCP102133,Cardiology,Midwest,Low,1
HCP102134,Cardiology,Midwest,High,1
HCP102135,Cardiology,Mountain,Low,1
HCP102136,Cardiology,Mountain,Low,1
HCP102137,Psychiatry,West,Low,1
HCP102138,Cardiology,Southwest,High,1
HCP102139,Endocrinology,Midwest,Low,1
HCP102140,Endocrinology,West,Medium,1
HCP102141,Gastroenterology,Midwest,Low,1
HCP102142,Oncology,Southeast,Medium,1
HCP102143,Primary Care,Southeast,Low,1
HCP102144,Endocrinology,Midwest,Low,1
HCP102145,Cardiology,Northeast,Low,1
HCP102146,Primary Care,Mountain,Low,1
HCP102147,Gastroenterology,Southeast,Low,1
HCP102148,Primary Care,Southeast,Medium,1
HCP102149,Endocrinology,West,Low,1
HCP102150,Dermatology,Northeast,Low,1
HCP102151,Dermatology,Northeast,Medium,1
HCP102152,Primary Care,Midwest,Low,0
HCP102153,Primary Care,Southwest,Medium,1
HCP102154,Psychiatry,Northeast,Medium,1
HCP102155,Primary Care,Southeast,Medium,1
HCP102156,Cardiology,West,Low,1
HCP102157,Dermatology,Southeast,Low,0
HCP102158,Psychiatry,Northeast,High,1
HCP102159,Primary Care,Mountain,High,1
HCP102160,Endocrinology,West,Medium,1
HCP102161,Endocrinology,Northeast,Medium,1
HCP102162,Gastroenterology,Midwest,High,1
HCP102163,Primary Care,Southeast,Medium,0
HCP102164,Neurology,Midwest,Medium,1
HCP102165,Psychiatry,Midwest,Medium,0
HCP102166,Psychiatry,Northeast,Medium,1
HCP102167,Cardiology,Northeast,Low,1
HCP102168,Oncology,Northeast,Medium,1
HCP102169,Primary Care,West,Low,1
HCP102170,Cardiology,Midwest,Medium,1
HCP102171,Psychiatry,Northeast,Medium,1
HCP102172,Oncology,Northeast,Medium,1
HCP102173,Gastroenterology,Midwest,Low,1
HCP102174,Endocrinology,Midwest,Medium,1
HCP102175,Cardiology,Southeast,Medium,1
HCP102176,Primary Care,Southwest,High,1
HCP102177,Primary Care,West,Medium,1
HCP102178,Endocrinology,Mountain,Medium,1
HCP102179,Cardiology,Midwest,Medium,1
HCP102180,Psychiatry,Northeast,Medium,1
HCP102181,Cardiology,Pacific Northwest,Medium,1
HCP102182,Primary Care,Southwest,Medium,1
HCP102183,Primary Care,Southwest,Low,1
HCP102184,Neurology,Southwest,Low,1
HCP102185,Endocrinology,West,Medium,1
HCP102186,Neurology,Southeast,High,1
HCP102187,Oncology,Northeast,Low,1
HCP102188,Dermatology,Southwest,Low,1
HCP102189,Primary Care,Southeast,Low,1
HCP102190,Cardiology,Northeast,Medium,1
HCP102191,Oncology,Southwest,Low,1
HCP102192,Neurology,Pacific Northwest,Low,1
HCP102193,Oncology,Pacific Northwest,Medium,1
HCP102194,Neurology,Southwest,Low,1
HCP102195,Primary Care,Southeast,High,1
HCP102196,Primary Care,Mountain,Low,1
HCP102197,Endocrinology,Northeast,Low,1
HCP102198,Endocrinology,West,Medium,1
HCP102199,Primary Care,Midwest,High,1
HCP102200,Endocrinology,Northeast,Low,1
HCP102201,Cardiology,Southwest,Low,1
HCP102202,Cardiology,West,High,1
HCP102203,Gastroenterology,Midwest,Low,1
HCP102204,Endocrinology,Southeast,Low,1
HCP102205,Oncology,Northeast,Medium,0
HCP102206,Psychiatry,Northeast,Medium,1
HCP102208,Primary Care,Pacific Northwest,Low,1
HCP102209,Endocrinology,Northeast,Medium,1
HCP102210,Endocrinology,Midwest,Low,1
HCP102211,Primary Care,Southeast,Medium,1
HCP102212,Primary Care,Southwest,Low,0
HCP102213,Primary Care,Southwest,Medium,1
HCP102214,Dermatology,Southwest,Low,1
HCP102215,Primary Care,Northeast,Medium,1
HCP102216,Gastroenterology,Northeast,Medium,1
HCP102217,Primary Care,West,Medium,1
HCP102218,Primary Care,Midwest,High,1
HCP102219,Primary Care,Southwest,Medium,1
HCP102220,Psychiatry,Southeast,Medium,1
HCP102221,Primary Care,Mountain,Low,1
HCP102222,Neurology,Southwest,Low,1
HCP102223,Endocrinology,Southeast,Low,1
HCP102224,Primary Care,Southwest,High,1
HCP102225,Cardiology,West,Medium,1
HCP102226,Endocrinology,West,Low,1
HCP102227,Gastroenterology,Midwest,Medium,1
HCP102228,Endocrinology,Northeast,Low,1
HCP102229,Psychiatry,Northeast,Low,1
HCP102231,Primary Care,Southeast,Low,1
HCP102232,Dermatology,Midwest,Low,1
HCP102233,Psychiatry,Southeast,Low,1
HCP102234,Primary Care,Midwest,Medium,1
HCP102235,Dermatology,Southeast,Low,1
HCP102236,Oncology,Pacific Northwest,Low,1
HCP102237,Primary Care,Southwest,Medium,1
HCP102238,Oncology,Southeast,Low,1
HCP102239,Cardiology,Mountain,High,1
HCP102240,Dermatology,West,High,1
HCP102241,Primary Care,Midwest,High,1
HCP102242,Oncology,Southeast,Low,0
HCP102243,Primary Care,West,Low,1
HCP102244,Primary Care,Midwest,High,1
HCP102245,Oncology,Northeast,Medium,1
HCP102246,Primary Care,Southeast,High,1
HCP102247,Endocrinology,Southwest,Low,0
HCP102248,Cardiology,Northeast,High,1
HCP102249,Gastroenterology,West,Medium,1
HCP102250,Gastroenterology,West,Medium,1
HCP102251,Cardiology,Midwest,Medium,1
HCP102252,Psychiatry,Southeast,Medium,1
HCP102253,Endocrinology,Northeast,High,1
HCP102254,Gastroenterology,Midwest,Low,1
HCP102255,Primary Care,West,Medium,1
HCP102256,Psychiatry,West,High,0
HCP102257,Cardiology,Northeast,Medium,0
HCP102258,Oncology,Pacific Northwest,Low,1
HCP102259,Primary Care,Southwest,Medium,1
HCP102260,Oncology,Southwest,Low,0
HCP102261,Dermatology,Northeast,Low,1
HCP102262,Neurology,Southeast,Low,1
HCP102263,Dermatology,Northeast,Low,1
HCP102264,Primary Care,Northeast,Medium,1
HCP102265,Oncology,Pacific Northwest,Medium,1
HCP102266,Primary Care,West,High,1
HCP102267,Endocrinology,West,Low,1
HCP102268,Primary Care,Northeast,Low,1
HCP102269,Dermatology,Northeast,Medium,1
HCP102270,Endocrinology,West,Low,0
HCP102271,Oncology,Pacific Northwest,Medium,1
HCP102272,Primary Care,Pacific Northwest,Medium,1
HCP102273,Endocrinology,West,Low,1
HCP102274,Cardiology,Mountain,Medium,1
HCP102275,Psychiatry,Mountain,Low,0
HCP102276,Psychiatry,West,Medium,1
HCP102277,Gastroenterology,Southwest,Low,1
HCP102278,Neurology,West,Low,0
HCP102279,Neurology,Midwest,Low,1
HCP102280,Endocrinology,Southwest,Medium,1
HCP102281,Gastroenterology,Mountain,Low,1
HCP102282,Psychiatry,Mountain,Low,1
HCP102283,Primary Care,Mountain,Low,1
HCP102284,Cardiology,Southeast,Medium,1
HCP102285,Endocrinology,Northeast,High,1
HCP102286,Gastroenterology,Northeast,Low,0
HCP102287,Neurology,Southwest,Low,1
HCP102288,Dermatology,West,Low,1
HCP102289,Cardiology,Northeast,Medium,0
HCP102290,Primary Care,Midwest,Medium,1
HCP102291,Dermatology,Northeast,Low,1
HCP102292,Primary Care,West,Low,1
HCP102293,Gastroenterology,Midwest,Medium,1
HCP102295,Psychiatry,Southwest,Medium,0
HCP102297,Endocrinology,Midwest,Medium,0
HCP102298,Cardiology,Southwest,Medium,1
HCP102299,Oncology,West,Medium,1
HCP102300,Endocrinology,Southeast,Low,1
HCP102301,Primary Care,Northeast,Low,0
HCP102302,Primary Care,Northeast,Low,1
HCP102303,Neurology,Midwest,Medium,1
HCP102304,Cardiology,West,Medium,1
HCP102305,Primary Care,West,Medium,1
HCP102306,Gastroenterology,Mountain,High,1
HCP102307,Endocrinology,Southeast,Medium,1
HCP102308,Psychiatry,West,Low,1
HCP102309,Gastroenterology,Northeast,Medium,1
HCP102310,Oncology,Northeast,Low,1
HCP102311,Endocrinology,Southeast,Medium,1
HCP102312,Cardiology,Northeast,Medium,1
HCP102313,Neurology,West,High,1
HCP102314,Neurology,Southeast,Medium,1
HCP102316,Endocrinology,Southwest,Low,0
HCP102317,Primary Care,Northeast,Low,1
HCP102318,Gastroenterology,Midwest,Low,1
HCP102319,Cardiology,Northeast,Medium,1
HCP102320,Endocrinology,Southeast,High,1
HCP102321,Endocrinology,Midwest,High,1
HCP102322,Neurology,Mountain,Low,1
HCP102323,Cardiology,Southwest,Low,1
HCP102324,Psychiatry,Pacific Northwest,Low,1
HCP102325,Gastroenterology,Northeast,Low,0
HCP102326,Psychiatry,Southeast,High,1
HCP102327,Primary Care,Southwest,Medium,1
HCP102328,Endocrinology,Midwest,Low,1
HCP102329,Endocrinology,Southeast,High,1
HCP102330,Neurology,Southwest,High,1
HCP102331,Dermatology,West,Medium,1
HCP102332,Primary Care,Midwest,Medium,1
HCP102333,Psychiatry,Northeast,Low,0
HCP102334,Psychiatry,Southeast,Low,1
HCP102335,Gastroenterology,Pacific Northwest,High,0
HCP102336,Primary Care,Southeast,High,1
HCP102337,Psychiatry,Pacific Northwest,Low,1
HCP102338,Psychiatry,West,Low,1
HCP102339,Neurology,Southeast,Low,1
HCP102340,Primary Care,Northeast,Low,1
HCP102341,Primary Care,Northeast,High,1
HCP102342,Primary Care,Southwest,Medium,1
HCP102343,Neurology,Midwest,Medium,1
HCP102344,Primary Care,Southwest,Medium,1
HCP102345,Endocrinology,Northeast,Medium,1
HCP102346,Cardiology,Pacific Northwest,Low,1
HCP102347,Primary Care,Northeast,Medium,1
HCP102348,Cardiology,Mountain,Low,0
HCP102349,Primary Care,Southeast,Low,1
HCP102350,Primary Care,Northeast,Medium,1
HCP102351,Endocrinology,West,Medium,1
HCP102352,Neurology,Mountain,Low,1
HCP102353,Oncology,Northeast,High,1
HCP102354,Primary Care,Northeast,Low,1
HCP102355,Cardiology,West,High,1
HCP102356,Oncology,Pacific Northwest,Medium,1
HCP102357,Neurology,Northeast,Medium,1
HCP102358,Neurology,Midwest,High,1
HCP102359,Neurology,Southeast,High,1
HCP102360,Primary Care,Northeast,Medium,1
HCP102361,Primary Care,Northeast,Medium,1
HCP102362,Cardiology,Northeast,Low,1
HCP102363,Cardiology,Pacific Northwest,Medium,1
HCP102364,Psychiatry,West,Low,0
HCP102365,Primary Care,Pacific Northwest,Low,1
HCP102366,Psychiatry,Northeast,Medium,1
HCP102367,Primary Care,Southeast,Medium,1
HCP102368,Endocrinology,West,Medium,1
HCP102369,Endocrinology,Southwest,Low,0
HCP102370,Neurology,Midwest,Low,1
HCP102371,Psychiatry,Southeast,Low,1
HCP102372,Gastroenterology,Mountain,Medium,0
HCP102373,Primary Care,Pacific Northwest,Medium,1
HCP102374,Primary Care,West,High,1
HCP102375,Cardiology,Midwest,High,1
HCP102376,Neurology,Northeast,Medium,1
HCP102378,Neurology,Midwest,Low,1
HCP102379,Psychiatry,West,Medium,1
HCP102380,Primary Care,Southwest,Low,1
HCP102381,Cardiology,Midwest,High,1
HCP102382,Gastroenterology,West,Medium,1
HCP102383,Oncology,Southwest,Low,1
HCP102384,Dermatology,Southwest,Low,1
HCP102385,Primary Care,Southeast,High,1
HCP102386,Cardiology,Northeast,Medium,1
HCP102387,Gastroenterology,Northeast,Low,0
HCP102388,Neurology,Southwest,Low,1
HCP102389,Primary Care,Midwest,High,1
HCP102390,Cardiology,Southeast,Low,1
HCP102391,Endocrinology,Northeast,High,1
HCP102392,Primary Care,Southeast,Medium,1
HCP102393,Neurology,West,Low,1
HCP102394,Endocrinology,Northeast,Low,1
HCP102395,Neurology,Midwest,Medium,1
HCP102396,Gastroenterology,Northeast,Low,1
HCP102397,Endocrinology,Northeast,High,1
HCP102398,Primary Care,Mountain,Medium,1
HCP102399,Endocrinology,Mountain,Medium,1
HCP102400,Dermatology,Midwest,Low,1
HCP102401,Primary Care,Southwest,Medium,1
HCP102402,Psychiatry,West,Low,1
HCP102403,Endocrinology,Midwest,High,1
HCP102405,Neurology,Northeast,Low,1
HCP102406,Primary Care,West,Low,0
HCP102407,Primary Care,West,Medium,1
HCP102408,Cardiology,Pacific Northwest,Low,1
HCP102409,Psychiatry,West,Low,1
HCP102410,Oncology,West,High,1
HCP102411,Neurology,Southeast,High,1
HCP102413,Gastroenterology,Mountain,Medium,1
HCP102414,Dermatology,Southwest,Medium,1
HCP102416,Neurology,Mountain,Low,1
HCP102417,Oncology,West,High,1
HCP102418,Psychiatry,Midwest,Low,1
HCP102419,Psychiatry,Southwest,Low,0
HCP102421,Endocrinology,Southeast,Medium,0
HCP102422,Endocrinology,West,Medium,1
HCP102423,Primary Care,West,High,1
HCP102424,Primary Care,Northeast,High,1
HCP102425,Oncology,Northeast,High,1
HCP102426,Neurology,Southeast,Medium,1
HCP102428,Dermatology,Northeast,Low,0
HCP102429,Endocrinology,West,Medium,1
HCP102430,Endocrinology,Midwest,Medium,1
HCP102431,Primary Care,Midwest,Medium,1
HCP102432,Psychiatry,Northeast,Low,0
HCP102433,Primary Care,Midwest,High,1
HCP102434,Dermatology,Northeast,Medium,1
HCP102435,Neurology,Southeast,Low,1
HCP102436,Endocrinology,Pacific Northwest,Low,1
HCP102437,Oncology,Midwest,Medium,1
HCP102438,Primary Care,Southeast,Medium,1
HCP102439,Cardiology,West,Medium,1
HCP102440,Psychiatry,West,Low,0
HCP102441,Endocrinology,Southwest,Low,1
HCP102442,Oncology,Southeast,High,1
HCP102443,Primary Care,Southeast,Medium,1
HCP102444,Dermatology,Northeast,Medium,1
HCP102445,Psychiatry,Northeast,Low,1
HCP102446,Gastroenterology,Southeast,Medium,1
HCP102447,Oncology,Northeast,High,1
HCP102448,Primary Care,Northeast,High,1
HCP102449,Endocrinology,Mountain,High,1
HCP102450,Primary Care,West,High,1
HCP102451,Oncology,West,Low,1
HCP102452,Primary Care,Northeast,Medium,1
HCP102453,Psychiatry,Pacific Northwest,Medium,1
HCP102454,Primary Care,Southwest,Low,0
HCP102455,Primary Care,Southwest,Medium,1
HCP102456,Neurology,West,High,1
HCP102457,Cardiology,Southeast,Medium,1
HCP102458,Psychiatry,West,Medium,1
HCP102460,Psychiatry,Southeast,Medium,0
HCP102462,Cardiology,Midwest,Low,1
HCP102463,Oncology,Northeast,Low,1
HCP102465,Neurology,Southeast,Low,1
HCP102466,Cardiology,Southeast,High,1
HCP102467,Neurology,Southeast,Low,1
HCP102468,Endocrinology,Southeast,Low,1
HCP102469,Primary Care,Midwest,Medium,1
HCP102470,Cardiology,Northeast,Low,1
HCP102471,Cardiology,Northeast,Low,1
HCP102472,Psychiatry,West,High,1
HCP102473,Primary Care,Midwest,Medium,1
HCP102474,Oncology,Southeast,Medium,1
HCP102475,Cardiology,West,High,1
HCP102476,Primary Care,Mountain,Low,1
HCP102477,Oncology,Northeast,Medium,1
HCP102478,Neurology,Pacific Northwest,Low,1
HCP102479,Gastroenterology,Midwest,Low,1
HCP102480,Primary Care,Northeast,High,1
HCP102481,Neurology,West,Low,1
HCP102482,Gastroenterology,Pacific Northwest,Low,1
HCP102483,Psychiatry,Midwest,Low,1
HCP102484,Endocrinology,West,Low,1
HCP102485,Cardiology,West,Medium,1
HCP102486,Gastroenterology,West,Medium,1
HCP102487,Primary Care,Northeast,Medium,1
HCP102488,Neurology,Midwest,High,1
HCP102489,Cardiology,Northeast,High,1
HCP102490,Neurology,Southwest,Low,1
HCP102492,Cardiology,Pacific Northwest,High,1
HCP102493,Psychiatry,Southeast,Medium,1
HCP102494,Dermatology,Southeast,Medium,0
HCP102495,Cardiology,West,Low,1
HCP102496,Primary Care,Southwest,High,1
HCP102497,Neurology,Midwest,Low,1
HCP102498,Gastroenterology,Southwest,Low,1
HCP102499,Neurology,Midwest,Medium,1
HCP102500,Primary Care,Southeast,Medium,1
