master_hcp_id_treated,event_id,master_hcp_id_control,propensity_score_treated,propensity_score_control,match_weight
HCP101650,EV2229,HCP101293,0.640771,0.629018,0.5
HCP100774,EV2229,HCP100391,0.718607,0.705025,0.5
HCP100774,EV2229,HCP102107,0.718607,0.685739,0.5
HCP101079,EV2229,HCP100492,0.348832,0.331574,0.5
HCP101079,EV2229,HCP100297,0.348832,0.346021,0.5
HCP101690,EV2229,HCP101968,0.339827,0.354271,0.5
HCP101690,EV2229,HCP100416,0.339827,0.346516,0.5
HCP101491,EV2229,HCP102463,0.418117,0.403894,0.5
HCP101491,EV2229,HCP100323,0.418117,0.393131,0.5
HCP100468,EV2229,HCP100755,0.398941,0.402214,0.5
HCP100468,EV2229,HCP101570,0.398941,0.35481,0.5
HCP102413,EV2230,HCP100158,0.327196,0.362752,0.5
HCP102413,EV2230,HCP101064,0.327196,0.353987,0.5
HCP101393,EV2230,HCP102130,0.581035,0.609839,0.5
HCP101393,EV2230,HCP102245,0.581035,0.543815,0.5
HCP100527,EV2230,HCP100238,0.473826,0.486732,0.5
HCP100527,EV2230,HCP102101,0.473826,0.500447,0.5
HCP101103,EV2230,HCP102434,0.457231,0.462084,0.5
HCP101103,EV2230,HCP102054,0.457231,0.424161,0.5
HCP100074,EV2231,HCP100261,0.620531,0.612597,0.5
HCP100074,EV2231,HCP101343,0.620531,0.640962,0.5
HCP101949,EV2231,HCP102411,0.640133,0.653768,0.5
HCP101949,EV2231,HCP100460,0.640133,0.663136,0.5
HCP100673,EV2231,HCP102030,0.346537,0.327251,0.5
HCP100673,EV2231,HCP100421,0.346537,0.318901,0.5
HCP102472,EV2231,HCP100276,0.49454,0.523584,0.5
HCP102472,EV2231,HCP100516,0.49454,0.46628,0.5
HCP102393,EV2231,HCP102456,0.625491,0.674837,0.5
HCP102393,EV2231,HCP101702,0.625491,0.644507,0.5
HCP101248,EV2231,HCP100905,0.545839,0.535611,0.5
HCP101248,EV2231,HCP100556,0.545839,0.566313,0.5
HCP101917,EV2231,HCP101340,0.576607,0.578241,0.5
HCP101917,EV2231,HCP100803,0.576607,0.554438,0.5
HCP100666,EV2231,HCP101028,0.391685,0.425541,0.5
HCP100666,EV2231,HCP101101,0.391685,0.434125,0.5
HCP101151,EV2231,HCP100023,0.550217,0.582716,0.5
HCP101151,EV2231,HCP101019,0.550217,0.5648,0.5
HCP100915,EV2231,HCP101818,0.61562,0.632976,1.0
HCP100941,EV2231,HCP101693,0.388518,0.395572,0.5
HCP100941,EV2231,HCP101145,0.388518,0.358158,0.5
HCP101268,EV2231,HCP101946,0.521656,0.542219,0.5
HCP101268,EV2231,HCP100173,0.521656,0.518195,0.5
HCP100900,EV2231,HCP101963,0.463591,0.428236,0.5
HCP100900,EV2231,HCP101775,0.463591,0.512712,0.5
HCP101519,EV2232,HCP101031,0.339221,0.331831,0.5
HCP101519,EV2232,HCP101199,0.339221,0.366612,0.5
HCP100427,EV2232,HCP101792,0.398219,0.435236,0.5
HCP100427,EV2232,HCP100238,0.398219,0.43082,0.5
HCP100693,EV2232,HCP100008,0.509804,0.514511,0.5
HCP100693,EV2232,HCP102168,0.509804,0.473937,0.5
HCP102193,EV2232,HCP102265,0.681461,0.692577,0.5
HCP102193,EV2232,HCP100016,0.681461,0.664896,0.5
HCP100351,EV2232,HCP101411,0.445348,0.478678,0.5
HCP100351,EV2232,HCP100436,0.445348,0.467465,0.5
HCP100927,EV2232,HCP101103,0.671174,0.699298,0.5
HCP100927,EV2232,HCP100542,0.671174,0.621414,0.5
HCP101914,EV2232,HCP101966,0.392593,0.393533,0.5
HCP101914,EV2232,HCP100560,0.392593,0.413772,0.5
HCP102037,EV2232,HCP100932,0.578664,0.529616,0.5
HCP102037,EV2232,HCP102353,0.578664,0.591846,0.5
HCP100176,EV2232,HCP100242,0.317054,0.329593,0.5
HCP100176,EV2232,HCP101172,0.317054,0.331759,0.5
HCP101422,EV2232,HCP100752,0.545565,0.589424,0.5
HCP101422,EV2232,HCP101564,0.545565,0.502551,0.5
HCP100150,EV2232,HCP100369,0.464516,0.415296,0.5
HCP100150,EV2232,HCP100871,0.464516,0.488105,0.5
HCP101100,EV2232,HCP101659,0.636907,0.599428,0.5
HCP101100,EV2232,HCP102356,0.636907,0.615566,0.5
HCP102028,EV2232,HCP102271,0.5149,0.529211,0.5
HCP102028,EV2232,HCP100744,0.5149,0.546443,0.5
HCP101081,EV2232,HCP101465,0.147539,0.141742,0.5
HCP101081,EV2232,HCP100544,0.147539,0.186469,0.5
HCP101504,EV2232,HCP101032,0.471977,0.500193,0.5
HCP101504,EV2232,HCP101542,0.471977,0.510059,0.5
HCP102216,EV2232,HCP101312,0.351256,0.321586,0.5
HCP102216,EV2232,HCP101561,0.351256,0.337635,0.5
HCP100607,EV2232,HCP102245,0.455592,0.434185,0.5
HCP100607,EV2232,HCP100334,0.455592,0.41928,0.5
HCP100391,EV2232,HCP100360,0.507409,0.502693,0.5
HCP100391,EV2232,HCP100511,0.507409,0.536057,0.5
HCP100042,EV2232,HCP100831,0.520018,0.551206,0.5
HCP100042,EV2232,HCP102042,0.520018,0.50818,0.5
HCP100867,EV2232,HCP101815,0.562574,0.533337,0.5
HCP100867,EV2232,HCP101141,0.562574,0.522264,0.5
HCP100148,EV2232,HCP100086,0.611754,0.61123,0.5
HCP100148,EV2232,HCP100705,0.611754,0.606156,0.5
HCP102107,EV2232,HCP100531,0.160736,0.192482,0.5
HCP102107,EV2232,HCP101862,0.160736,0.129466,0.5
HCP100113,EV2232,HCP102065,0.286323,0.307214,0.5
HCP100113,EV2232,HCP100207,0.286323,0.326288,0.5
HCP102477,EV2232,HCP102115,0.370505,0.339017,0.5
HCP102477,EV2232,HCP100884,0.370505,0.353642,0.5
HCP100133,EV2232,HCP100674,0.505571,0.552925,0.5
HCP100133,EV2232,HCP101747,0.505571,0.551489,0.5
HCP100507,EV2232,HCP102442,0.550776,0.575208,0.5
HCP100507,EV2232,HCP100933,0.550776,0.550508,0.5
HCP101781,EV2232,HCP101612,0.451546,0.427618,0.5
HCP101781,EV2232,HCP101871,0.451546,0.44676,0.5
HCP101171,EV2232,HCP100069,0.601661,0.615038,0.5
HCP101171,EV2232,HCP100225,0.601661,0.556757,0.5
HCP101632,EV2232,HCP102116,0.350193,0.376609,0.5
HCP101632,EV2232,HCP100185,0.350193,0.322502,0.5
HCP102074,EV2232,HCP102434,0.495391,0.458821,0.5
HCP102074,EV2232,HCP100585,0.495391,0.527696,0.5
HCP102095,EV2232,HCP100991,0.520444,0.477405,0.5
HCP102095,EV2232,HCP100308,0.520444,0.534307,0.5
HCP100305,EV2232,HCP100928,0.716736,0.69496,0.5
HCP100305,EV2232,HCP101624,0.716736,0.718004,0.5
HCP100277,EV2232,HCP101111,0.466768,0.434512,0.5
HCP100277,EV2232,HCP101968,0.466768,0.436621,0.5
HCP102444,EV2232,HCP102205,0.059258,0.010228,0.5
HCP102444,EV2232,HCP101722,0.059258,0.016709,0.5
HCP100489,EV2232,HCP102249,0.418018,0.428885,0.5
HCP100489,EV2232,HCP101631,0.418018,0.383702,0.5
HCP101091,EV2232,HCP101444,0.394191,0.424602,0.5
HCP101091,EV2232,HCP100740,0.394191,0.420819,0.5
HCP102141,EV2232,HCP100183,0.451599,0.451181,0.5
HCP102141,EV2232,HCP102203,0.451599,0.488522,0.5
HCP101436,EV2232,HCP100492,0.492914,0.468803,0.5
HCP101436,EV2232,HCP101950,0.492914,0.475435,0.5
HCP101675,EV2232,HCP101055,0.607707,0.635832,0.5
HCP101675,EV2232,HCP100121,0.607707,0.580798,0.5
HCP100854,EV2232,HCP101613,0.669716,0.652775,0.5
HCP100854,EV2232,HCP102466,0.669716,0.703003,0.5
HCP101334,EV2232,HCP101910,0.630743,0.587043,0.5
HCP101334,EV2232,HCP102101,0.630743,0.588642,0.5
HCP100428,EV2232,HCP101247,0.490551,0.464042,0.5
HCP100428,EV2232,HCP102437,0.490551,0.463284,0.5
HCP101824,EV2232,HCP100046,0.374727,0.364275,0.5
HCP101824,EV2232,HCP100668,0.374727,0.361188,0.5
HCP100024,EV2232,HCP100654,0.233372,0.240414,0.5
HCP100024,EV2232,HCP101614,0.233372,0.263201,0.5
HCP101909,EV2232,HCP100513,0.344469,0.369935,0.5
HCP101909,EV2232,HCP101072,0.344469,0.358849,0.5
HCP100782,EV2232,HCP100265,0.486609,0.44469,0.5
HCP100782,EV2232,HCP101574,0.486609,0.437043,0.5
HCP101641,EV2232,HCP102068,0.61844,0.569036,0.5
HCP101641,EV2232,HCP102258,0.61844,0.609111,0.5
HCP100400,EV2232,HCP100445,0.434703,0.41453,0.5
HCP100400,EV2232,HCP101327,0.434703,0.442149,0.5
HCP102425,EV2232,HCP102017,0.436873,0.398476,0.5
HCP102425,EV2232,HCP101227,0.436873,0.416422,0.5
HCP100078,EV2232,HCP100165,0.525246,0.491526,0.5
HCP100078,EV2232,HCP100792,0.525246,0.509262,0.5
HCP100540,EV2232,HCP101611,0.136155,0.166517,0.5
HCP100540,EV2232,HCP101620,0.136155,0.177034,0.5
HCP101838,EV2233,HCP102370,0.472744,0.454437,0.5
HCP101838,EV2233,HCP101705,0.472744,0.423774,0.5
HCP101041,EV2233,HCP101581,0.414271,0.419305,0.5
HCP101041,EV2233,HCP102426,0.414271,0.4341,0.5
HCP102338,EV2233,HCP101996,0.275389,0.266255,0.5
HCP102338,EV2233,HCP102099,0.275389,0.267712,0.5
HCP101702,EV2233,HCP101549,0.599329,0.610381,0.5
HCP101702,EV2233,HCP101600,0.599329,0.551797,0.5
HCP102496,EV2233,HCP101500,0.243745,0.257414,0.5
HCP102496,EV2233,HCP101910,0.243745,0.263646,0.5
HCP100926,EV2233,HCP101211,0.416547,0.423699,0.5
HCP100926,EV2233,HCP102303,0.416547,0.444498,0.5
HCP100781,EV2233,HCP100442,0.251719,0.296584,0.5
HCP100781,EV2233,HCP102030,0.251719,0.263829,0.5
HCP101829,EV2233,HCP100289,0.523678,0.519278,0.5
HCP101829,EV2233,HCP101713,0.523678,0.561125,0.5
HCP101386,EV2233,HCP101841,0.51076,0.535442,0.5
HCP101386,EV2233,HCP100611,0.51076,0.509203,0.5
HCP100866,EV2233,HCP100370,0.603629,0.641908,0.5
HCP100866,EV2233,HCP102194,0.603629,0.569244,0.5
HCP101960,EV2233,HCP101602,0.255615,0.224392,0.5
HCP101960,EV2233,HCP100267,0.255615,0.225863,0.5
HCP102456,EV2234,HCP101420,0.6631,0.617627,0.5
HCP102456,EV2234,HCP100370,0.6631,0.709602,0.5
HCP100597,EV2234,HCP101043,0.313612,0.285478,0.5
HCP100597,EV2234,HCP100228,0.313612,0.303789,0.5
HCP102155,EV2234,HCP102219,0.162521,0.154358,0.5
HCP102155,EV2234,HCP101687,0.162521,0.155228,0.5
HCP102478,EV2234,HCP102370,0.500772,0.53627,0.5
HCP102478,EV2234,HCP101019,0.500772,0.488533,0.5
HCP102359,EV2234,HCP101340,0.65507,0.66135,0.5
HCP102359,EV2234,HCP100964,0.65507,0.676463,0.5
HCP101599,EV2235,HCP101283,0.674665,0.655503,1.0
HCP100014,EV2235,HCP102376,0.484954,0.530721,0.5
HCP100014,EV2235,HCP100499,0.484954,0.496187,0.5
HCP101001,EV2235,HCP101374,0.461586,0.42103,0.5
HCP101001,EV2235,HCP102352,0.461586,0.504869,0.5
HCP101635,EV2235,HCP102189,0.284436,0.280537,0.5
HCP101635,EV2235,HCP101106,0.284436,0.273699,0.5
HCP102481,EV2235,HCP100789,0.472143,0.496046,0.5
HCP102481,EV2235,HCP101114,0.472143,0.494931,0.5
HCP102411,EV2235,HCP101155,0.655846,0.612692,0.5
HCP102411,EV2235,HCP100721,0.655846,0.614453,0.5
HCP101794,EV2235,HCP101014,0.544861,0.587963,0.5
HCP101794,EV2235,HCP100328,0.544861,0.548272,0.5
HCP101343,EV2235,HCP100173,0.497851,0.501862,0.5
HCP101343,EV2235,HCP102499,0.497851,0.52278,0.5
HCP101985,EV2235,HCP101469,0.35878,0.407441,0.5
HCP101985,EV2235,HCP100308,0.35878,0.335555,0.5
HCP100574,EV2235,HCP100346,0.577137,0.567289,0.5
HCP100574,EV2235,HCP102164,0.577137,0.594265,0.5
HCP100444,EV2236,HCP101046,0.627185,0.597311,0.5
HCP100444,EV2236,HCP102373,0.627185,0.578874,0.5
HCP101277,EV2236,HCP100788,0.582103,0.601759,0.5
HCP101277,EV2236,HCP100973,0.582103,0.591565,0.5
HCP102038,EV2236,HCP100998,0.560877,0.562749,0.5
HCP102038,EV2236,HCP101793,0.560877,0.560686,0.5
HCP100777,EV2236,HCP101184,0.552171,0.517942,0.5
HCP100777,EV2236,HCP100300,0.552171,0.511985,0.5
HCP101835,EV2236,HCP102004,0.572645,0.571804,0.5
HCP101835,EV2236,HCP100599,0.572645,0.567947,0.5
HCP101591,EV2236,HCP100389,0.555216,0.506553,0.5
HCP101591,EV2236,HCP101879,0.555216,0.572704,0.5
HCP100733,EV2236,HCP102041,0.423033,0.435775,0.5
HCP100733,EV2236,HCP101410,0.423033,0.464863,0.5
HCP102200,EV2236,HCP101526,0.571692,0.535734,0.5
HCP102200,EV2236,HCP102067,0.571692,0.588352,0.5
HCP101049,EV2236,HCP101530,0.407764,0.445461,0.5
HCP101049,EV2236,HCP101451,0.407764,0.374556,0.5
HCP102131,EV2236,HCP102311,0.706887,0.711358,0.5
HCP102131,EV2236,HCP102052,0.706887,0.662496,0.5
HCP102266,EV2236,HCP102013,0.62691,0.644628,0.5
HCP102266,EV2236,HCP100824,0.62691,0.595135,0.5
HCP101800,EV2236,HCP101358,0.594924,0.613276,0.5
HCP101800,EV2236,HCP101527,0.594924,0.545961,0.5
HCP100075,EV2236,HCP101618,0.571345,0.536508,0.5
HCP100075,EV2236,HCP101060,0.571345,0.532932,0.5
HCP100566,EV2236,HCP101759,0.584396,0.610442,0.5
HCP100566,EV2236,HCP101287,0.584396,0.583309,0.5
HCP102329,EV2236,HCP101984,0.730445,0.695879,0.5
HCP102329,EV2236,HCP102061,0.730445,0.701531,0.5
HCP101872,EV2236,HCP100415,0.529272,0.49938,0.5
HCP101872,EV2236,HCP101513,0.529272,0.492095,0.5
HCP100682,EV2236,HCP102332,0.467832,0.502857,0.5
HCP100682,EV2236,HCP101095,0.467832,0.480039,0.5
HCP101801,EV2236,HCP102127,0.612333,0.645474,0.5
HCP101801,EV2236,HCP102285,0.612333,0.604507,0.5
HCP100794,EV2236,HCP101149,0.531463,0.501043,0.5
HCP100794,EV2236,HCP100009,0.531463,0.488895,0.5
HCP100872,EV2239,HCP100976,0.585314,0.634202,0.5
HCP100872,EV2239,HCP101716,0.585314,0.561087,0.5
HCP100614,EV2239,HCP100096,0.441237,0.437648,0.5
HCP100614,EV2239,HCP102441,0.441237,0.445091,0.5
HCP100820,EV2239,HCP101680,0.567032,0.610213,0.5
HCP100820,EV2239,HCP101618,0.567032,0.536508,0.5
HCP100990,EV2239,HCP101589,0.6312,0.635209,0.5
HCP100990,EV2239,HCP102190,0.6312,0.587318,0.5
HCP102099,EV2239,HCP101941,0.4134,0.417228,0.5
HCP102099,EV2239,HCP102041,0.4134,0.435775,0.5
HCP101142,EV2239,HCP102469,0.441039,0.419691,0.5
HCP101142,EV2239,HCP102148,0.441039,0.43065,0.5
HCP102097,EV2239,HCP101088,0.602029,0.586886,0.5
HCP102097,EV2239,HCP102300,0.602029,0.561945,0.5
HCP100302,EV2239,HCP100815,0.654685,0.621156,0.5
HCP100302,EV2239,HCP101984,0.654685,0.695879,0.5
HCP100383,EV2239,HCP101942,0.448991,0.480613,0.5
HCP100383,EV2239,HCP102177,0.448991,0.438507,0.5
HCP101926,EV2239,HCP102104,0.702406,0.657963,0.5
HCP101926,EV2239,HCP100275,0.702406,0.708899,0.5
HCP100234,EV2239,HCP101805,0.428764,0.404371,0.5
HCP100234,EV2239,HCP100421,0.428764,0.434799,0.5
HCP100652,EV2239,HCP100327,0.477242,0.429125,0.5
HCP100652,EV2239,HCP101607,0.477242,0.524252,0.5
HCP100269,EV2239,HCP101540,0.634559,0.681218,0.5
HCP100269,EV2239,HCP100054,0.634559,0.64832,0.5
HCP101200,EV2239,HCP102311,0.758479,0.711358,0.5
HCP101200,EV2239,HCP101137,0.758479,0.729458,0.5
HCP102199,EV2239,HCP101140,0.537682,0.567774,0.5
HCP102199,EV2239,HCP102394,0.537682,0.526223,0.5
HCP101745,EV2239,HCP100103,0.515262,0.543607,0.5
HCP101745,EV2239,HCP100293,0.515262,0.507426,0.5
HCP100637,EV2239,HCP101244,0.462394,0.472048,0.5
HCP100637,EV2239,HCP102034,0.462394,0.445252,0.5
HCP102399,EV2239,HCP100387,0.589568,0.617034,0.5
HCP102399,EV2239,HCP101046,0.589568,0.597311,0.5
HCP100600,EV2239,HCP102374,0.747589,0.761133,1.0
HCP101879,EV2239,HCP100940,0.572704,0.607028,0.5
HCP101879,EV2239,HCP101358,0.572704,0.613276,0.5
HCP101287,EV2239,HCP100121,0.583309,0.570828,0.5
HCP101287,EV2239,HCP100396,0.583309,0.53658,0.5
HCP102368,EV2239,HCP100645,0.601051,0.649262,0.5
HCP102368,EV2239,HCP102013,0.601051,0.644628,0.5
HCP100159,EV2239,HCP100538,0.310412,0.3483,0.5
HCP100159,EV2239,HCP101170,0.310412,0.267432,0.5
HCP100497,EV2239,HCP101577,0.665128,0.633734,0.5
HCP100497,EV2239,HCP101795,0.665128,0.656782,0.5
HCP101558,EV2239,HCP101891,0.566878,0.529387,0.5
HCP101558,EV2239,HCP102408,0.566878,0.520742,0.5
HCP101741,EV2239,HCP101656,0.459979,0.456936,0.5
HCP101741,EV2239,HCP101868,0.459979,0.481401,0.5
HCP101984,EV2240,HCP100799,0.544363,0.569816,0.5
HCP101984,EV2240,HCP100334,0.544363,0.546905,0.5
HCP102328,EV2240,HCP101977,0.544984,0.56113,0.5
HCP102328,EV2240,HCP100973,0.544984,0.535458,0.5
HCP100179,EV2240,HCP100402,0.586521,0.553687,0.5
HCP100179,EV2240,HCP102225,0.586521,0.578166,0.5
HCP102055,EV2240,HCP101441,0.567425,0.592539,0.5
HCP102055,EV2240,HCP102053,0.567425,0.602308,0.5
HCP100923,EV2240,HCP100822,0.761792,0.718637,0.5
HCP100923,EV2240,HCP100640,0.761792,0.743566,0.5
HCP101795,EV2240,HCP101532,0.630706,0.634271,0.5
HCP101795,EV2240,HCP101867,0.630706,0.678236,0.5
HCP102169,EV2240,HCP100373,0.11413,0.162042,0.5
HCP102169,EV2240,HCP100227,0.11413,0.134275,0.5
HCP102311,EV2240,HCP102449,0.629686,0.623364,1.0
HCP101104,EV2241,HCP101996,0.190244,0.21499,0.5
HCP101104,EV2241,HCP102337,0.190244,0.229713,0.5
HCP100034,EV2241,HCP101420,0.542108,0.528942,0.5
HCP100034,EV2241,HCP102158,0.542108,0.554432,0.5
HCP101144,EV2242,HCP101019,0.445757,0.42184,0.5
HCP101144,EV2242,HCP101683,0.445757,0.426194,0.5
HCP100270,EV2242,HCP100139,0.587155,0.573081,0.5
HCP100270,EV2242,HCP101471,0.587155,0.606545,0.5
HCP101939,EV2242,HCP101185,0.641401,0.603102,0.5
HCP101939,EV2242,HCP101627,0.641401,0.662586,0.5
HCP100803,EV2242,HCP100054,0.475476,0.525376,0.5
HCP100803,EV2242,HCP101151,0.475476,0.477658,0.5
HCP102222,EV2242,HCP102194,0.60096,0.592657,0.5
HCP102222,EV2242,HCP100621,0.60096,0.562362,0.5
HCP100565,EV2242,HCP102480,0.610288,0.622737,0.5
HCP100565,EV2242,HCP100313,0.610288,0.605046,0.5
HCP101532,EV2242,HCP100936,0.457974,0.435261,0.5
HCP101532,EV2242,HCP102100,0.457974,0.478223,0.5
HCP101562,EV2242,HCP101167,0.377209,0.426691,0.5
HCP101562,EV2242,HCP101830,0.377209,0.422262,0.5
HCP101439,EV2242,HCP102017,0.31693,0.35251,0.5
HCP101439,EV2242,HCP101242,0.31693,0.322523,0.5
HCP100665,EV2243,HCP100816,0.241248,0.284369,0.5
HCP100665,EV2243,HCP101072,0.241248,0.241202,0.5
HCP100045,EV2243,HCP101632,0.577156,0.597071,0.5
HCP100045,EV2243,HCP101907,0.577156,0.556603,0.5
HCP101792,EV2243,HCP100165,0.37993,0.367005,0.5
HCP101792,EV2243,HCP100253,0.37993,0.348332,0.5
HCP101966,EV2243,HCP101950,0.58316,0.594947,0.5
HCP101966,EV2243,HCP100890,0.58316,0.59687,0.5
HCP101524,EV2243,HCP101473,0.651128,0.614845,0.5
HCP101524,EV2243,HCP100069,0.651128,0.616523,0.5
HCP101906,EV2243,HCP101157,0.715186,0.674681,0.5
HCP101906,EV2243,HCP101747,0.715186,0.712108,0.5
HCP100843,EV2243,HCP101362,0.373925,0.386064,0.5
HCP100843,EV2243,HCP100003,0.373925,0.360528,0.5
HCP100674,EV2243,HCP102074,0.60722,0.638164,0.5
HCP100674,EV2243,HCP102356,0.60722,0.572212,0.5
HCP102126,EV2243,HCP101265,0.513332,0.479834,0.5
HCP102126,EV2243,HCP101444,0.513332,0.560571,0.5
HCP101420,EV2243,HCP100121,0.313785,0.292198,0.5
HCP101420,EV2243,HCP102111,0.313785,0.333125,0.5
HCP101740,EV2243,HCP100646,0.204439,0.244019,0.5
HCP101740,EV2243,HCP100804,0.204439,0.248793,0.5
HCP100445,EV2243,HCP100283,0.161792,0.136356,1.0
HCP102245,EV2243,HCP100475,0.478435,0.484049,0.5
HCP102245,EV2243,HCP100319,0.478435,0.513827,0.5
HCP101157,EV2244,HCP100213,0.666718,0.617376,0.5
HCP101157,EV2244,HCP101548,0.666718,0.662559,0.5
HCP101213,EV2244,HCP101433,0.332189,0.363505,0.5
HCP101213,EV2244,HCP100261,0.332189,0.295945,0.5
HCP100504,EV2244,HCP100748,0.486121,0.501695,0.5
HCP100504,EV2244,HCP101803,0.486121,0.477428,0.5
HCP100053,EV2244,HCP102258,0.38478,0.412043,0.5
HCP100053,EV2244,HCP102101,0.38478,0.392348,0.5
HCP100511,EV2244,HCP101659,0.485386,0.482126,0.5
HCP100511,EV2244,HCP100011,0.485386,0.490779,0.5
HCP102474,EV2244,HCP101177,0.496567,0.501999,0.5
HCP102474,EV2244,HCP101243,0.496567,0.459749,0.5
HCP100725,EV2244,HCP101907,0.385018,0.336861,0.5
HCP100725,EV2244,HCP101172,0.385018,0.422982,0.5
HCP102191,EV2244,HCP100283,0.111187,0.151881,0.5
HCP102191,EV2244,HCP101075,0.111187,0.135892,0.5
HCP100041,EV2244,HCP100654,0.425741,0.434931,0.5
HCP100041,EV2244,HCP100028,0.425741,0.437476,0.5
HCP100829,EV2244,HCP100165,0.273715,0.311849,0.5
HCP100829,EV2244,HCP100375,0.273715,0.237177,0.5
HCP101444,EV2244,HCP100724,0.430825,0.416739,0.5
HCP101444,EV2244,HCP100003,0.430825,0.478204,0.5
HCP101943,EV2244,HCP100870,0.612166,0.616636,0.5
HCP101943,EV2244,HCP100282,0.612166,0.584319,0.5
HCP100928,EV2244,HCP100347,0.530743,0.52732,0.5
HCP100928,EV2244,HCP101473,0.530743,0.559069,0.5
HCP102187,EV2244,HCP101632,0.581186,0.587008,0.5
HCP102187,EV2244,HCP100225,0.581186,0.5698,0.5
HCP101770,EV2244,HCP100612,0.26899,0.28826,0.5
HCP101770,EV2244,HCP100085,0.26899,0.228291,0.5
HCP100185,EV2244,HCP100158,0.300478,0.309259,0.5
HCP100185,EV2244,HCP101077,0.300478,0.337585,0.5
HCP100541,EV2244,HCP101289,0.602593,0.615902,0.5
HCP100541,EV2244,HCP100245,0.602593,0.578497,0.5
HCP100308,EV2244,HCP100705,0.405111,0.439872,0.5
HCP100308,EV2244,HCP100793,0.405111,0.366122,0.5
HCP100086,EV2244,HCP101451,0.533353,0.563237,0.5
HCP100086,EV2244,HCP101812,0.533353,0.541445,0.5
HCP101097,EV2244,HCP100550,0.629154,0.593974,0.5
HCP101097,EV2244,HCP102447,0.629154,0.6266,0.5
HCP100542,EV2244,HCP100183,0.308394,0.291863,0.5
HCP100542,EV2244,HCP100672,0.308394,0.355757,0.5
HCP100174,EV2244,HCP101072,0.326808,0.321558,0.5
HCP100174,EV2244,HCP102150,0.326808,0.331656,0.5
HCP100921,EV2244,HCP101772,0.662157,0.629507,0.5
HCP100921,EV2244,HCP101106,0.662157,0.657231,0.5
HCP102437,EV2244,HCP101312,0.486006,0.472225,0.5
HCP102437,EV2244,HCP100492,0.486006,0.463812,0.5
HCP100752,EV2244,HCP101811,0.486361,0.513415,0.5
HCP100752,EV2244,HCP101206,0.486361,0.504725,0.5
HCP101508,EV2245,HCP102013,0.800726,0.779179,1.0
HCP101540,EV2245,HCP101082,0.621124,0.651144,0.5
HCP101540,EV2245,HCP102111,0.621124,0.668733,0.5
HCP100758,EV2245,HCP101604,0.634254,0.623089,0.5
HCP100758,EV2245,HCP101120,0.634254,0.624981,0.5
HCP100798,EV2245,HCP102285,0.52055,0.480382,0.5
HCP100798,EV2245,HCP101500,0.52055,0.564322,0.5
HCP101276,EV2245,HCP101797,0.511,0.534214,0.5
HCP101276,EV2245,HCP102429,0.511,0.551679,0.5
HCP102241,EV2245,HCP100703,0.331176,0.305503,0.5
HCP102241,EV2245,HCP102053,0.331176,0.289092,0.5
HCP101056,EV2245,HCP100751,0.289508,0.331755,0.5
HCP101056,EV2245,HCP100576,0.289508,0.27024,0.5
HCP102280,EV2245,HCP101200,0.69756,0.662432,0.5
HCP102280,EV2245,HCP100679,0.69756,0.693026,0.5
HCP101988,EV2245,HCP100628,0.455468,0.484006,0.5
HCP101988,EV2245,HCP102099,0.455468,0.490247,0.5
HCP101185,EV2245,HCP101054,0.584826,0.632205,0.5
HCP101185,EV2245,HCP101786,0.584826,0.537132,0.5
HCP102351,EV2245,HCP101502,0.541054,0.585253,0.5
HCP102351,EV2245,HCP102484,0.541054,0.576831,0.5
HCP101010,EV2245,HCP101040,0.606728,0.654458,0.5
HCP101010,EV2245,HCP101405,0.606728,0.591435,0.5
HCP101660,EV2245,HCP101028,0.41093,0.403899,0.5
HCP101660,EV2245,HCP101919,0.41093,0.392043,0.5
HCP101481,EV2245,HCP102327,0.351287,0.355896,0.5
HCP101481,EV2245,HCP101674,0.351287,0.372001,0.5
HCP102443,EV2245,HCP100112,0.585607,0.546163,0.5
HCP102443,EV2245,HCP100266,0.585607,0.627218,0.5
HCP100189,EV2245,HCP102041,0.525885,0.507326,0.5
HCP100189,EV2245,HCP101941,0.525885,0.487753,0.5
HCP101936,EV2245,HCP101605,0.635938,0.672018,0.5
HCP101936,EV2245,HCP102486,0.635938,0.593537,0.5
HCP100135,EV2245,HCP100850,0.605309,0.565848,0.5
HCP100135,EV2245,HCP100206,0.605309,0.607895,0.5
HCP100817,EV2245,HCP102311,0.662094,0.665007,0.5
HCP100817,EV2245,HCP100634,0.662094,0.70756,0.5
HCP101684,EV2245,HCP100330,0.569677,0.549102,0.5
HCP101684,EV2245,HCP100973,0.569677,0.521275,0.5
HCP101392,EV2245,HCP100911,0.651522,0.601998,1.0
HCP101668,EV2245,HCP100152,0.501804,0.503916,0.5
HCP101668,EV2245,HCP100998,0.501804,0.494295,0.5
HCP102306,EV2245,HCP100815,0.501374,0.514265,0.5
HCP102306,EV2245,HCP100695,0.501374,0.51985,0.5
HCP100410,EV2245,HCP102088,0.589593,0.591474,0.5
HCP100410,EV2245,HCP101140,0.589593,0.559044,0.5
HCP100783,EV2245,HCP102373,0.581969,0.543983,0.5
HCP100783,EV2245,HCP101513,0.581969,0.55527,0.5
HCP100645,EV2245,HCP100999,0.697152,0.726043,1.0
HCP101920,EV2245,HCP100694,0.398953,0.359388,0.5
HCP101920,EV2245,HCP101602,0.398953,0.415487,0.5
HCP101167,EV2245,HCP100748,0.449919,0.42329,0.5
