master_hcp_id,event_id,group,avg_nrx_3m,avg_nrx_6m,avg_trx_3m,avg_trx_6m,nrx_trend,competitor_trx_avg,rep_calls_3m,emails_3m,samples_3m,prior_event_count,specialty_topic_match,access_index,seasonality_index,competitor_index,segment,specialty,region
HCP102132,EV2206,treatment,4.6667,7.8,10.3333,13.4,-2.1,18.2,18,16,40,2,1,0.6787,0.9407,1.2006,High,Primary Care,West
HCP100559,EV2206,treatment,55.3333,46.5,87.0,81.5,8.1429,110.3333,27,18,57,5,1,0.8193,0.9235,1.5348,High,Endocrinology,Midwest
HCP100137,EV2206,treatment,3.0,4.6667,5.0,7.1667,-1.0286,34.6667,1,14,5,0,1,0.7903,0.9406,1.3267,Medium,Endocrinology,Southeast
HCP101895,EV2206,control_candidate,5.3333,7.3333,9.3333,12.8333,-0.9143,19.6667,6,19,8,1,1,0.6787,0.9407,1.2006,Medium,Gastroenterology,West
HCP101961,EV2206,control_candidate,0.6667,1.0,5.6667,6.6667,-0.0,25.5,9,11,10,1,1,0.669,0.9239,1.3365,Medium,Primary Care,Southwest
HCP100961,EV2206,treatment,12.6667,11.8333,23.0,19.3333,0.1429,41.8333,27,18,70,2,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP101852,EV2206,control_candidate,3.6667,2.6667,8.0,7.6667,0.8,32.1667,4,11,8,0,0,0.669,0.9239,1.3365,Low,Dermatology,Southwest
HCP100270,EV2206,control_candidate,29.3333,29.0,52.0,60.5,-1.8857,130.5,33,13,51,4,1,0.78,0.9323,1.4767,High,Primary Care,Mountain
HCP102113,EV2206,control_candidate,3.3333,3.0,6.6667,5.6667,0.1714,7.1667,4,14,3,0,1,0.7903,0.9406,1.3267,Low,Primary Care,Southeast
HCP100392,EV2206,control_candidate,0.0,0.1667,2.0,1.3333,-0.1429,2.1667,1,4,2,0,1,0.6608,0.916,1.1814,Low,Gastroenterology,Northeast
HCP102024,EV2206,control_candidate,7.6667,8.3333,10.6667,11.5,0.6286,28.1667,9,13,13,0,1,0.7479,0.9131,1.0981,Medium,Endocrinology,Pacific Northwest
HCP100380,EV2206,control_candidate,5.6667,5.3333,13.0,12.1667,0.4,33.0,10,14,36,2,1,0.7903,0.9406,1.3267,Medium,Cardiology,Southeast
HCP102034,EV2206,control_candidate,2.0,3.6667,5.6667,10.5,-1.6,7.0,7,23,10,0,1,0.8193,0.9235,1.5348,Medium,Primary Care,Midwest
HCP101787,EV2206,treatment,10.3333,6.6667,19.6667,15.8333,1.8286,37.5,3,15,2,1,1,0.669,0.9239,1.3365,Medium,Endocrinology,Southwest
HCP101602,EV2206,control_candidate,1.3333,2.1667,4.3333,4.5,-0.6571,10.1667,7,14,8,1,1,0.7903,0.9406,1.3267,Low,Primary Care,Southeast
HCP101382,EV2206,control_candidate,2.0,3.1667,3.6667,6.5,-0.2571,12.3333,5,10,11,3,1,0.669,0.9239,1.3365,Low,Endocrinology,Southwest
HCP100228,EV2207,control_candidate,6.0,4.0,10.6667,7.8333,1.2571,22.0,23,27,28,1,1,0.7903,0.9406,1.3267,High,Dermatology,Southeast
HCP100787,EV2207,treatment,2.6667,3.0,5.6667,5.6667,-0.1714,6.3333,7,25,8,2,1,0.669,0.9239,1.3365,Medium,Oncology,Southwest
HCP101746,EV2207,control_candidate,0.0,0.3333,0.0,0.3333,-0.2286,0.1667,0,2,0,0,1,0.7903,0.9406,1.3267,High,Oncology,Southeast
HCP102141,EV2207,control_candidate,0.3333,1.6667,2.0,3.6667,-0.5714,3.3333,7,13,19,1,1,0.8193,0.9235,1.5348,Low,Gastroenterology,Midwest
HCP102004,EV2207,control_candidate,1.0,1.2,2.0,2.2,-0.0,6.2,3,12,3,2,0,0.6608,0.916,1.1814,Low,Endocrinology,Northeast
HCP101450,EV2207,control_candidate,0.3333,1.5,4.0,5.5,-0.6,8.3333,2,19,4,0,1,0.6608,0.916,1.1814,Medium,Dermatology,Northeast
HCP100983,EV2207,control_candidate,2.0,1.2,4.0,2.8,0.9,7.4,3,4,8,1,1,0.7479,0.9131,1.0981,Low,Gastroenterology,Pacific Northwest
HCP102054,EV2207,control_candidate,2.0,2.6667,3.6667,4.6667,-0.2857,7.8333,9,18,27,1,1,0.7479,0.9131,1.0981,Medium,Dermatology,Pacific Northwest
HCP101111,EV2207,control_candidate,2.6667,2.5,5.6667,7.0,0.0857,7.8333,16,16,14,2,1,0.6608,0.916,1.1814,High,Dermatology,Northeast
HCP102254,EV2207,control_candidate,2.6667,1.8333,4.3333,3.1667,0.6,2.6667,7,22,8,0,1,0.8193,0.9235,1.5348,Low,Gastroenterology,Midwest
HCP101127,EV2207,control_candidate,1.3333,0.6667,2.0,2.3333,0.4,2.8333,2,20,5,0,1,0.669,0.9239,1.3365,Low,Dermatology,Southwest
HCP100416,EV2207,control_candidate,0.3333,1.6667,1.0,2.6667,-0.7429,2.1667,4,26,12,2,1,0.6608,0.916,1.1814,Low,Oncology,Northeast
HCP101792,EV2207,control_candidate,0.3333,1.0,1.3333,1.6667,-0.2286,3.3333,4,18,3,1,1,0.669,0.9239,1.3365,Low,Oncology,Southwest
HCP102086,EV2207,control_candidate,0.0,0.0,0.6667,0.5,0.0,1.5,2,7,8,1,1,0.7903,0.9406,1.3267,Low,Dermatology,Southeast
HCP101781,EV2207,control_candidate,5.6667,6.5,10.3333,12.3333,-1.1714,14.5,9,14,23,4,1,0.6608,0.916,1.1814,Medium,Oncology,Northeast
HCP101293,EV2207,control_candidate,2.6667,3.1667,9.0,8.5,-0.1429,18.3333,5,15,7,2,1,0.8193,0.9235,1.5348,Low,Oncology,Midwest
HCP101831,EV2207,treatment,7.0,8.0,24.6667,24.6667,0.6857,30.8333,17,31,21,2,1,0.669,0.9239,1.3365,High,Dermatology,Southwest
HCP100042,EV2207,control_candidate,1.3333,3.3333,3.6667,7.1667,-1.2,15.6667,5,20,9,0,1,0.8193,0.9235,1.5348,Medium,Dermatology,Midwest
HCP100197,EV2207,control_candidate,0.6667,0.5,1.3333,1.5,0.0286,4.0,1,0,2,0,1,0.7903,0.9406,1.3267,Medium,Oncology,Southeast
HCP100861,EV2207,control_candidate,0.0,0.0,0.0,0.2,0.0,0.2,0,8,0,0,1,0.8193,0.9235,1.5348,Low,Gastroenterology,Midwest
HCP101650,EV2207,control_candidate,1.6667,1.3333,3.0,2.0,0.1714,2.1667,2,17,3,2,1,0.8193,0.9235,1.5348,Low,Oncology,Midwest
HCP101401,EV2207,control_candidate,2.0,1.5,3.3333,2.8333,0.3714,6.0,19,23,74,1,1,0.669,0.9239,1.3365,High,Dermatology,Southwest
HCP100024,EV2207,control_candidate,1.0,1.0,3.0,3.4,-0.1,0.6,5,13,8,1,1,0.6608,0.916,1.1814,Medium,Gastroenterology,Northeast
HCP101393,EV2207,control_candidate,8.6667,8.3333,14.3333,15.6667,-0.5714,28.8333,19,11,63,3,1,0.6608,0.916,1.1814,High,Oncology,Northeast
HCP100492,EV2207,control_candidate,0.0,0.0,1.0,0.6667,0.0,1.8333,4,21,3,1,1,0.6608,0.916,1.1814,Low,Oncology,Northeast
HCP100760,EV2207,control_candidate,2.0,1.3333,2.0,1.8333,0.4,10.6667,7,17,5,0,0,0.8193,0.9235,1.5348,Medium,Cardiology,Midwest
HCP100745,EV2207,control_candidate,0.6667,0.6667,3.6667,3.1667,-0.1143,9.6667,12,19,22,0,1,0.6608,0.916,1.1814,Medium,Gastroenterology,Northeast
HCP100319,EV2207,control_candidate,1.6667,1.3333,2.3333,2.0,0.1714,5.6667,5,14,8,0,1,0.6608,0.916,1.1814,Medium,Oncology,Northeast
HCP102107,EV2207,control_candidate,2.3333,2.3333,5.0,5.1667,0.0571,2.6667,13,14,33,3,1,0.7903,0.9406,1.3267,Medium,Oncology,Southeast
HCP100287,EV2207,treatment,0.6667,0.6,3.6667,2.4,-0.0,2.0,7,13,9,2,1,0.6608,0.916,1.1814,Medium,Oncology,Northeast
HCP100731,EV2207,treatment,1.0,0.5,1.6667,1.1667,0.2571,2.5,0,13,0,1,1,0.7903,0.9406,1.3267,Low,Oncology,Southeast
HCP101451,EV2207,control_candidate,3.3333,1.8333,9.3333,5.5,0.4857,11.6667,18,10,28,3,1,0.7903,0.9406,1.3267,Medium,Oncology,Southeast
HCP102231,EV2207,control_candidate,0.0,0.5,1.3333,1.5,-0.2571,1.0,3,11,4,0,0,0.7903,0.9406,1.3267,Low,Primary Care,Southeast
HCP101999,EV2207,control_candidate,0.0,0.0,0.3333,0.1667,0.0,0.0,0,4,0,0,1,0.8193,0.9235,1.5348,Low,Oncology,Midwest
HCP100884,EV2207,control_candidate,0.6667,0.8333,4.3333,3.5,-0.0857,8.3333,8,9,14,1,1,0.669,0.9239,1.3365,Medium,Dermatology,Southwest
HCP101905,EV2207,control_candidate,0.3333,0.1667,1.6667,1.0,0.0857,3.8333,6,15,15,1,0,0.6787,0.9407,1.2006,Low,Cardiology,West
HCP100076,EV2207,treatment,0.3333,0.6667,0.6667,1.0,-0.2857,1.1667,0,23,0,1,0,0.7903,0.9406,1.3267,Low,Neurology,Southeast
HCP101667,EV2207,control_candidate,0.3333,0.1667,1.6667,0.8333,0.0857,2.0,4,0,9,0,1,0.669,0.9239,1.3365,High,Oncology,Southwest
HCP100086,EV2207,control_candidate,0.6667,0.6667,3.6667,4.5,-0.1143,13.3333,8,9,23,3,1,0.7903,0.9406,1.3267,Medium,Oncology,Southeast
HCP102186,EV2207,control_candidate,2.6667,3.0,6.3333,6.5,-0.1714,14.5,36,13,45,4,0,0.7903,0.9406,1.3267,High,Neurology,Southeast
HCP102456,EV2208,control_candidate,3.6667,3.3333,10.6667,11.5,0.2286,25.5,17,12,20,2,1,0.6787,0.9407,1.2006,High,Neurology,West
HCP100228,EV2208,control_candidate,3.3333,4.2,11.0,10.6,-0.9,9.4,23,27,28,1,0,0.7903,0.9406,1.3267,High,Dermatology,Southeast
HCP100504,EV2208,control_candidate,9.3333,12.1667,39.0,33.8333,-3.2857,31.6667,17,27,14,4,0,0.6787,0.9407,1.2006,High,Primary Care,West
HCP101279,EV2208,treatment,7.3333,5.5,11.0,10.0,0.0286,10.6667,7,16,13,1,0,0.7479,0.9131,1.0981,Medium,Gastroenterology,Pacific Northwest
HCP101915,EV2208,control_candidate,2.6667,3.5,6.0,7.1667,0.1429,8.6667,23,18,71,1,0,0.7903,0.9406,1.3267,High,Dermatology,Southeast
HCP102370,EV2208,control_candidate,0.6667,0.8333,1.0,1.8333,0.0857,6.3333,4,16,4,1,1,0.8193,0.9235,1.5348,Low,Neurology,Midwest
HCP101242,EV2208,control_candidate,2.3333,2.1667,5.3333,5.0,-0.0286,8.3333,4,15,5,1,1,0.669,0.9239,1.3365,Low,Psychiatry,Southwest
HCP101523,EV2208,control_candidate,3.3333,3.4,7.6667,7.0,-0.8,17.8,2,13,2,0,1,0.7903,0.9406,1.3267,Low,Psychiatry,Southeast
HCP102490,EV2208,control_candidate,2.0,2.0,6.6667,5.0,-0.1,15.0,2,12,1,1,1,0.669,0.9239,1.3365,Low,Neurology,Southwest
HCP101890,EV2208,treatment,1.0,1.5,5.6667,4.8333,-0.4286,6.1667,9,15,21,0,1,0.6787,0.9407,1.2006,Medium,Psychiatry,West
HCP100163,EV2208,control_candidate,6.0,5.8333,13.6667,11.0,0.2,31.1667,5,22,19,1,1,0.8193,0.9235,1.5348,Medium,Neurology,Midwest
HCP102222,EV2208,control_candidate,4.0,6.3333,13.0,13.6667,-1.3143,48.8333,7,19,25,3,1,0.669,0.9239,1.3365,Low,Neurology,Southwest
HCP100154,EV2208,control_candidate,15.3333,14.3333,21.6667,21.0,-0.0571,15.1667,7,14,19,2,1,0.669,0.9239,1.3365,Medium,Neurology,Southwest
HCP100007,EV2208,treatment,4.3333,4.8333,8.0,7.8333,-0.0286,9.5,6,32,10,1,1,0.669,0.9239,1.3365,Medium,Neurology,Southwest
HCP101264,EV2208,control_candidate,2.0,1.1667,5.3333,5.6667,0.3714,22.0,4,17,7,1,1,0.6608,0.916,1.1814,Low,Neurology,Northeast
HCP100261,EV2208,control_candidate,6.6667,9.3333,19.6667,18.0,-1.2,19.6667,11,20,35,3,1,0.6787,0.9407,1.2006,Medium,Neurology,West
HCP100552,EV2208,control_candidate,1.3333,0.6667,2.0,1.8333,0.4,3.3333,0,15,0,0,1,0.8193,0.9235,1.5348,Low,Psychiatry,Midwest
HCP101418,EV2208,treatment,3.3333,3.6,5.0,6.0,-0.4,11.2,4,9,6,2,1,0.6787,0.9407,1.2006,Low,Neurology,West
HCP100529,EV2208,control_candidate,10.6667,11.3333,22.0,23.0,-1.8857,66.5,4,16,4,3,1,0.6787,0.9407,1.2006,Medium,Neurology,West
HCP100488,EV2208,control_candidate,1.6667,1.1667,4.6667,3.5,0.4286,6.5,2,11,1,2,1,0.6787,0.9407,1.2006,Low,Neurology,West
HCP101536,EV2208,control_candidate,0.3333,0.6667,1.3333,3.0,-0.1714,7.1667,3,8,11,0,1,0.669,0.9239,1.3365,High,Neurology,Southwest
HCP100066,EV2208,control_candidate,0.0,0.0,0.0,0.0,0.0,0.8333,0,7,0,0,0,0.669,0.9239,1.3365,Low,Oncology,Southwest
HCP102241,EV2208,control_candidate,4.3333,3.8333,10.3333,10.1667,0.3714,15.8333,26,12,51,3,0,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP101218,EV2208,control_candidate,5.6667,4.6667,7.6667,8.1667,0.6857,37.0,16,17,64,1,1,0.8193,0.9235,1.5348,Medium,Psychiatry,Midwest
HCP100880,EV2208,treatment,1.3333,1.8333,4.3333,5.0,-0.2571,13.8333,6,22,16,3,1,0.669,0.9239,1.3365,Low,Neurology,Southwest
HCP101973,EV2208,control_candidate,5.6667,7.6667,10.0,14.5,-0.4,39.1667,10,11,17,1,1,0.78,0.9323,1.4767,Medium,Psychiatry,Mountain
HCP101145,EV2208,control_candidate,3.3333,2.5,4.3333,5.3333,0.4286,6.1667,4,13,10,0,1,0.8193,0.9235,1.5348,Low,Psychiatry,Midwest
HCP101517,EV2208,treatment,31.0,19.1667,61.6667,40.5,4.8286,28.0,27,14,41,1,1,0.6787,0.9407,1.2006,High,Psychiatry,West
HCP102467,EV2208,treatment,1.0,1.25,5.6667,5.0,-0.1,6.0,3,24,1,1,1,0.7903,0.9406,1.3267,Low,Neurology,Southeast
HCP102118,EV2208,control_candidate,1.3333,1.0,6.3333,3.8333,0.0571,16.5,1,11,2,1,1,0.8193,0.9235,1.5348,Low,Psychiatry,Midwest
HCP101549,EV2208,control_candidate,3.3333,5.5,18.0,16.0,-2.3714,27.1667,5,16,14,1,1,0.6787,0.9407,1.2006,Medium,Neurology,West
HCP101056,EV2208,control_candidate,3.3333,3.8,4.3333,7.0,-0.1,5.4,22,10,44,0,0,0.6787,0.9407,1.2006,High,Dermatology,West
HCP100298,EV2208,control_candidate,2.6667,2.5,7.6667,7.0,-0.0857,15.6667,5,18,10,2,1,0.7903,0.9406,1.3267,Medium,Neurology,Southeast
HCP100889,EV2208,control_candidate,3.0,2.1667,4.6667,3.5,0.3143,15.3333,2,20,1,1,0,0.669,0.9239,1.3365,Low,Gastroenterology,Southwest
HCP100557,EV2208,treatment,9.0,7.0,20.0,15.8333,1.1429,19.0,11,20,28,3,1,0.669,0.9239,1.3365,High,Neurology,Southwest
HCP102293,EV2208,control_candidate,3.0,2.3333,4.3333,3.6667,0.2857,17.8333,5,5,6,0,0,0.8193,0.9235,1.5348,Medium,Gastroenterology,Midwest
HCP102186,EV2208,control_candidate,18.0,26.5,46.0,54.5,-7.4571,67.5,36,13,45,4,1,0.7903,0.9406,1.3267,High,Neurology,Southeast
HCP100285,EV2208,control_candidate,0.6667,1.5,1.6667,3.1667,-0.4857,2.1667,5,11,8,2,0,0.669,0.9239,1.3365,Low,Cardiology,Southwest
HCP101155,EV2208,control_candidate,11.3333,9.3333,20.0,18.0,0.5714,48.8333,16,12,31,3,1,0.669,0.9239,1.3365,High,Neurology,Southwest
HCP100044,EV2208,treatment,2.3333,3.2,10.0,10.0,-0.7,19.0,2,13,3,2,1,0.7903,0.9406,1.3267,Low,Neurology,Southeast
HCP100605,EV2208,treatment,2.3333,3.5,6.0,6.6667,0.0857,5.8333,19,23,53,4,0,0.6787,0.9407,1.2006,Medium,Primary Care,West
HCP100211,EV2208,control_candidate,10.6667,7.8333,17.3333,15.3333,1.3429,27.5,9,17,14,3,1,0.7903,0.9406,1.3267,Medium,Neurology,Southeast
HCP102312,EV2209,control_candidate,8.6667,11.0,21.0,23.3333,-1.8286,46.3333,8,8,4,0,1,0.6608,0.916,1.1814,Medium,Cardiology,Northeast
HCP102450,EV2209,control_candidate,17.6667,11.6667,82.3333,63.1667,5.2571,108.0,19,12,34,1,1,0.6787,0.9407,1.2006,High,Primary Care,West
HCP101105,EV2209,treatment,10.0,12.6667,28.3333,27.6667,-2.1714,69.3333,7,16,22,3,1,0.669,0.9239,1.3365,Medium,Cardiology,Southwest
HCP102096,EV2209,control_candidate,12.6667,9.1667,22.6667,20.0,2.8857,48.1667,5,18,12,1,1,0.6608,0.916,1.1814,Medium,Cardiology,Northeast
HCP101535,EV2209,control_candidate,1.6667,2.8333,9.0,9.6667,-1.0,20.3333,7,19,13,1,1,0.6608,0.916,1.1814,Medium,Primary Care,Northeast
HCP100855,EV2209,control_candidate,2.0,5.0,6.0,8.8333,-2.2286,15.6667,6,14,17,2,1,0.669,0.9239,1.3365,Low,Cardiology,Southwest
HCP102332,EV2209,control_candidate,3.6667,6.1667,16.6667,17.8333,-0.7714,34.8333,9,18,17,1,1,0.8193,0.9235,1.5348,Medium,Primary Care,Midwest
HCP100931,EV2209,control_candidate,0.6667,1.4,4.0,4.6,-0.5,6.2,5,9,13,0,1,0.8193,0.9235,1.5348,Low,Cardiology,Midwest
HCP100778,EV2209,control_candidate,12.0,13.0,22.3333,27.0,-0.8,43.5,6,14,25,1,1,0.8193,0.9235,1.5348,Medium,Cardiology,Midwest
HCP102148,EV2209,control_candidate,2.3333,3.8333,7.0,8.0,-0.8286,6.8333,9,16,32,1,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP101351,EV2209,control_candidate,11.6667,14.5,21.0,22.1667,-1.8571,35.6667,20,22,34,2,1,0.669,0.9239,1.3365,High,Cardiology,Southwest
HCP100096,EV2209,control_candidate,6.0,5.5,8.0,8.3333,0.2571,6.0,3,17,2,1,1,0.6608,0.916,1.1814,Low,Endocrinology,Northeast
HCP102408,EV2209,control_candidate,4.0,3.3333,7.6667,7.3333,0.2857,9.6667,1,18,3,2,1,0.7479,0.9131,1.0981,Low,Cardiology,Pacific Northwest
HCP102051,EV2209,control_candidate,44.3333,34.5,103.3333,76.6667,3.8,60.0,29,20,33,2,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP101721,EV2209,control_candidate,3.3333,2.5,11.0,10.0,0.0857,9.5,5,21,15,0,1,0.669,0.9239,1.3365,Low,Primary Care,Southwest
HCP100210,EV2209,control_candidate,0.6667,1.0,2.0,2.8333,-0.3429,4.8333,3,5,10,0,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP101618,EV2209,control_candidate,10.0,11.3333,30.0,25.8333,-0.5143,104.3333,13,17,27,3,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP102335,EV2209,control_candidate,0.3333,1.1667,2.6667,3.3333,-0.4857,1.5,2,6,5,0,0,0.7479,0.9131,1.0981,High,Gastroenterology,Pacific Northwest
HCP101639,EV2209,control_candidate,17.0,12.1667,34.3333,26.8333,3.0571,13.5,37,15,44,3,1,0.78,0.9323,1.4767,High,Primary Care,Mountain
HCP101615,EV2209,control_candidate,3.3333,3.1667,11.3333,10.5,0.0857,10.5,9,13,6,2,1,0.78,0.9323,1.4767,Medium,Cardiology,Mountain
HCP100634,EV2209,control_candidate,2.0,3.8,12.6667,10.6,-1.6,10.8,4,11,15,0,1,0.6787,0.9407,1.2006,High,Cardiology,West
HCP100601,EV2209,control_candidate,17.6667,14.6,41.3333,33.8,3.1,44.6,14,21,14,5,1,0.7903,0.9406,1.3267,High,Cardiology,Southeast
HCP101818,EV2209,control_candidate,16.6667,15.3333,45.3333,40.8333,0.7429,62.0,28,10,45,2,0,0.8193,0.9235,1.5348,High,Psychiatry,Midwest
HCP102134,EV2209,control_candidate,15.6667,13.0,30.3333,25.0,1.3143,39.3333,24,23,55,1,1,0.8193,0.9235,1.5348,High,Cardiology,Midwest
HCP101813,EV2209,control_candidate,0.3333,0.3333,1.0,0.8333,0.1143,0.8333,0,8,0,0,0,0.8193,0.9235,1.5348,Medium,Gastroenterology,Midwest
HCP102218,EV2209,control_candidate,15.3333,11.1667,43.3333,29.5,2.5429,61.6667,17,9,14,2,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP102443,EV2209,control_candidate,5.3333,5.3333,13.3333,13.0,-0.3429,47.1667,9,13,29,1,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP101007,EV2209,control_candidate,3.0,4.1667,8.0,8.8333,-0.3143,16.0,2,14,1,0,1,0.7903,0.9406,1.3267,Low,Primary Care,Southeast
HCP101651,EV2209,control_candidate,3.0,2.8333,5.0,4.5,0.0857,14.0,4,8,8,0,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP101623,EV2209,control_candidate,5.0,6.6667,13.6667,18.1667,-1.0857,40.6667,12,17,30,2,1,0.669,0.9239,1.3365,Medium,Cardiology,Southwest
HCP100101,EV2209,control_candidate,1.6667,1.1667,4.6667,3.3333,0.3143,5.6667,0,11,0,0,1,0.669,0.9239,1.3365,High,Cardiology,Southwest
HCP101941,EV2209,control_candidate,3.0,2.8333,6.3333,7.1667,0.0857,4.5,3,12,3,1,1,0.7903,0.9406,1.3267,Low,Cardiology,Southeast
HCP100451,EV2209,control_candidate,8.3333,8.8333,31.3333,34.0,-0.6571,26.6667,6,16,15,2,1,0.7479,0.9131,1.0981,High,Cardiology,Pacific Northwest
HCP101884,EV2209,treatment,14.3333,13.3333,23.6667,24.6667,1.2571,58.5,15,12,51,1,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP100464,EV2209,control_candidate,3.6667,3.6,7.0,8.2,-0.2,8.4,1,17,1,2,1,0.8193,0.9235,1.5348,Low,Primary Care,Midwest
HCP100950,EV2209,treatment,7.6667,7.1667,15.6667,14.6667,-0.2571,8.0,11,14,20,2,1,0.7903,0.9406,1.3267,Medium,Cardiology,Southeast
HCP100635,EV2209,control_candidate,5.6667,4.0,11.3333,8.6667,0.6857,24.3333,10,17,24,1,1,0.6608,0.916,1.1814,Medium,Endocrinology,Northeast
HCP101472,EV2209,treatment,15.0,12.0,34.0,28.5,0.1143,48.8333,15,10,24,3,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP100610,EV2209,control_candidate,1.0,3.0,3.3333,5.0,-1.5429,17.0,1,14,0,1,1,0.669,0.9239,1.3365,Low,Cardiology,Southwest
HCP101310,EV2209,control_candidate,22.6667,22.5,31.0,34.0,-0.4857,55.8333,19,9,26,4,1,0.7903,0.9406,1.3267,High,Cardiology,Southeast
HCP102392,EV2209,control_candidate,8.0,7.8333,27.3333,29.1667,-0.2,21.0,13,20,33,3,1,0.7903,0.9406,1.3267,Medium,Primary Care,Southeast
HCP100163,EV2209,control_candidate,1.0,0.8333,2.0,2.3333,0.0857,7.0,5,22,19,1,0,0.8193,0.9235,1.5348,Medium,Neurology,Midwest
HCP102228,EV2209,control_candidate,2.0,1.5,4.0,4.5,0.2,9.6667,2,12,9,0,1,0.6608,0.916,1.1814,Low,Endocrinology,Northeast
HCP102100,EV2209,control_candidate,3.6667,3.5,10.3333,11.8333,0.4857,45.5,8,14,8,2,1,0.6608,0.916,1.1814,Medium,Primary Care,Northeast
HCP101930,EV2209,control_candidate,1.6667,1.1667,2.3333,1.5,0.3714,2.0,1,7,2,0,1,0.8193,0.9235,1.5348,Medium,Cardiology,Midwest
HCP100992,EV2209,treatment,5.6667,5.0,15.3333,10.5,-0.1143,27.8333,12,27,19,2,0,0.6608,0.916,1.1814,Medium,Neurology,Northeast
HCP100650,EV2209,treatment,9.3333,10.0,15.6667,18.0,-0.5143,58.0,8,19,9,2,1,0.6608,0.916,1.1814,Medium,Primary Care,Northeast
HCP101112,EV2209,control_candidate,9.0,10.0,27.6667,29.3333,-0.7429,47.1667,5,12,10,2,1,0.6787,0.9407,1.2006,Medium,Primary Care,West
HCP101666,EV2209,control_candidate,1.3333,2.8,6.0,9.2,-1.3,7.0,2,21,4,1,1,0.669,0.9239,1.3365,Low,Cardiology,Southwest
HCP101417,EV2209,control_candidate,6.3333,11.1667,14.6667,20.6667,-2.6,23.3333,13,13,20,2,1,0.6787,0.9407,1.2006,High,Cardiology,West
HCP100563,EV2209,control_candidate,6.0,4.0,11.6667,8.5,0.9714,14.6667,5,8,16,1,1,0.6608,0.916,1.1814,Medium,Cardiology,Northeast
HCP100467,EV2209,control_candidate,6.6667,6.6667,11.3333,11.6667,-0.2286,11.3333,2,12,1,1,1,0.6608,0.916,1.1814,Low,Primary Care,Northeast
HCP101816,EV2209,control_candidate,5.6667,5.5,9.6667,9.8333,0.2,9.3333,2,15,4,0,1,0.6787,0.9407,1.2006,Low,Primary Care,West
HCP100146,EV2209,control_candidate,5.3333,5.3333,13.6667,11.1667,0.5143,15.5,9,11,18,1,1,0.8193,0.9235,1.5348,Medium,Primary Care,Midwest
HCP100887,EV2209,control_candidate,3.6667,2.5,7.3333,5.0,0.4286,18.0,7,16,9,0,1,0.6608,0.916,1.1814,Medium,Primary Care,Northeast
HCP102202,EV2209,control_candidate,25.6667,19.3333,53.6667,42.5,1.0286,86.3333,28,8,57,5,1,0.6787,0.9407,1.2006,High,Cardiology,West
HCP101024,EV2209,control_candidate,1.3333,0.8333,5.0,3.6667,0.2,11.5,0,6,0,0,1,0.78,0.9323,1.4767,Medium,Cardiology,Mountain
HCP100022,EV2209,control_candidate,3.0,2.5,7.3333,8.5,0.3714,12.1667,2,2,3,0,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP100735,EV2209,control_candidate,0.6667,1.0,3.6667,3.6667,-0.1714,2.3333,1,15,2,0,0,0.6608,0.916,1.1814,Low,Psychiatry,Northeast
HCP101403,EV2209,treatment,10.3333,10.1667,24.6667,21.8333,-0.4857,56.0,19,11,46,3,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP100047,EV2209,control_candidate,9.0,7.0,18.6667,18.0,0.9143,56.1667,1,27,2,1,1,0.8193,0.9235,1.5348,Medium,Cardiology,Midwest
HCP100023,EV2209,control_candidate,11.3333,9.3333,31.6667,31.5,1.0286,106.1667,14,11,30,2,1,0.8193,0.9235,1.5348,High,Primary Care,Midwest
HCP100224,EV2209,treatment,5.0,4.0,8.6667,9.1667,0.2857,5.0,10,18,7,1,1,0.8193,0.9235,1.5348,Medium,Primary Care,Midwest
HCP100348,EV2209,control_candidate,2.6667,2.3333,11.0,8.8333,-0.0571,6.6667,3,11,9,2,1,0.6608,0.916,1.1814,Medium,Primary Care,Northeast
HCP101561,EV2209,control_candidate,1.0,2.5,6.0,7.0,-0.9429,24.6667,4,19,10,0,0,0.6608,0.916,1.1814,Medium,Gastroenterology,Northeast
HCP101498,EV2209,control_candidate,2.0,3.0,4.0,5.4,-0.6,10.0,2,16,3,1,1,0.6608,0.916,1.1814,Low,Cardiology,Northeast
HCP102166,EV2209,control_candidate,3.6667,3.8333,6.0,5.8333,-0.5429,14.6667,3,11,12,0,0,0.6608,0.916,1.1814,Medium,Psychiatry,Northeast
HCP102077,EV2209,control_candidate,7.6667,5.6667,15.0,13.6667,0.6857,29.5,13,15,39,0,1,0.78,0.9323,1.4767,High,Primary Care,Mountain
